X坐標,Y坐標,原地址,結果地址,說明
166437.430,2545226.750,臺南市北區賢北里和緯路5段56號,臺南市北區賢北里1鄰和緯路五段56號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
166483.500,2542292.730,臺南市南區金華里中華西路1段214號2樓,臺南市南區金華里34鄰中華西路一段214號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
171849.933,2556972.920,臺南市安定區安加里安定258之77號,臺南市安定區安加里10鄰安定258之77號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
303816.398,2772766.605,臺北市中山區松江路317號4樓,臺北市中山區松江里10鄰松江路317號,[臺北市]	 { 完全比對 } 找到符合的門牌地址
170323.560,2547529.060,臺南市永康區尚頂里中正南路248號,臺南市永康區尚頂里14鄰中正南路248號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
176517.250,2578520.910,臺南市新營區四維路4號,臺南市新營區嘉芳里14鄰四維路4號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
171502.650,2548745.740,臺南市永康區鹽行里中正南路640之3號2樓??,臺南市永康區?行里24鄰中正南路640號,[臺南市]	 { 模糊比對 } (永康區)	找到符合的[鄉鎮市區]，(鹽行里)	找不到符合的[村里]，進行轉換搜尋[村變成里，里變成村]，轉換搜尋找不到進行[忽略村里]，(中正南路)	找到符合的[路街名]，(640之3號)	找到符合的[門牌號碼]，模糊比對找到 1 筆符合的門牌地址。
172621.840,2543769.470,臺南市永康區建國里復興路71巷88弄12之1號,臺南市永康區建國里30鄰復興路71巷88弄12之3號,[臺南市]	 { 模糊比對 } (永康區)	找到符合的[鄉鎮市區]，(建國里)	找到符合的[村里]，(復興路)	找到符合的[路街名]，(71巷)	找到符合的[巷]，(88弄)	找到符合的[弄]，(12之1號)	找到符合的[門牌號碼]，進行[雙號過濾]，進行[找大於且最接近門牌的號之、之號]，找到大於輸入的門牌的號之、之號 2 號，模糊比對找到 1 筆符合的門牌地址。
173629.240,2549720.250,臺南市永康區蔦松里蔦松一街202號,臺南市永康區蔦松里6鄰蔦松一街202號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
174454.920,2549981.540,臺南市永康區蔦松里正北三路102號??,臺南市永康區蔦松里9鄰正北三路102號,[臺南市]	 { 完全比對 } 找到符合的門牌地址
