¤é´Á,®É¶¡,ºõ¦W,«U¦W,¾Ç¦W,°ê®a¤½¶é,¸g«×,½n«×,¤£·Ç«×
20091024,11:00,­÷¨Åºõ,¨ë¹«,Niviventer coninga,TJ,120.0932220,23.0329440,
20091024,12:00,­÷¨Åºõ,¤p¶À¸¡¹«,Rattus losea,TJ,120.1020200,23.0288900,
20091024,21:00,­÷¨Åºõ,ªF¨È®a½»,Pipistrellus abramus,TJ,120.0811700,23.0471700,
20091024,10:00,­÷¨Åºõ,¯äñç,Suncus murinus,TJ,120.0811700,23.0471700,
20091024,10:00,­÷¨Åºõ,¤pÅeñç,Crocidura shantungensis,TJ,120.0811700,23.0471700,
20091024,10:00,­÷¨Åºõ,·¾¹«,Rattus norvegicus,TJ,120.0811700,23.0471700,
20091024,10:00,­÷¨Åºõ,¨ë¹«,Niviventer coninga,TJ,120.0811700,23.0471700,
20091024,10:00,­÷¨Åºõ,¤p¶À¸¡¹«,Rattus losea,TJ,120.0811700,23.0471700,
20091024,10:00,­÷¨Åºõ,®aø{¹«,Mus musculus,TJ,120.0811700,23.0471700,
20091024,10:00,­÷¨Åºõ,½q¨l¤p¹«,Rattus exulans,TJ,120.0811700,23.0471700,
20091106,10:03,³¾ºõ,¬õ§À§B³Ò,Lanius cristatus,TJ,120.140,22.997,
20091106,10:03,³¾ºõ,¬õ¹§,Streptopelia tranquebarica,TJ,120.1400000,22.9976300,
20091106,10:05,³¾ºõ,³ßÄN,Pica pica,TJ,120.1400000,22.9976300,
20091106,10:05,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.1400000,22.9976300,
20091106,10:05,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.1400000,22.9976300,
20091106,10:05,³¾ºõ,¾ðÄN,Dendrocitta formosae,TJ,120.1400000,22.9976300,
20091106,10:08,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.1400000,22.9976300,
20091106,10:08,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.1400000,22.9976300,
20091106,10:08,³¾ºõ,¤¤¥ÕÆO,Mesophoyx intermedia,TJ,120.1400000,22.9976300,
20091106,10:08,³¾ºõ,¨ª¸y¿P,Cecropis striolata,TJ,120.1400000,22.9976300,
20091109,13:00,³¾ºõ,¨ª¨¬øf,Tringa totanus,TJ,120.1370200,23.0231200,
20091109,13:00,³¾ºõ,¶À¨¬øf,Tringa brevipes,TJ,120.1370200,23.0231200,
20091109,13:00,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.1370200,23.0231200,
20091109,13:00,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.1370200,23.0231200,
20091109,13:00,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.1370200,23.0231200,
20091109,13:00,³¾ºõ,¤¤¥ÕÆO,Mesophoyx intermedia,TJ,120.1370200,23.0231200,
20091109,13:00,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.1370200,23.0231200,
20091109,13:00,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.1370200,23.0231200,
20091109,13:00,³¾ºõ,¬õ¯ÝÀØøf,Calidris ruficollis,TJ,120.1370200,23.0231200,
20091109,13:00,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.1370200,23.0231200,
20091109,13:00,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.1370200,23.0231200,
20091106,14:22,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,µµÆO,Ardea purpurea,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,¨ª¸y¿P,Cecropis striolata,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,¤p¤ôÀn,Anas crecca,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,¬õ§À§B³Ò,Lanius cristatus,TJ,120.082,23.050,
20091106,14:22,³¾ºõ,ª÷´³?,Pluvialis fulva,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,¤pÀôÀV?,Charadrius dubius,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,»X¥j?,Charadrius mongolus,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,ÅK¼L?,Charadrius leschenaultii,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,³ßÄN,Pica pica,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,®a¿P,Hirundo rustica,TJ,120.0824200,23.0502000,
20091106,14:22,³¾ºõ,¥Õ§À¤K­ô,Acridotheres javanicus,TJ,120.0824200,23.0502000,
20091107,07:00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.066,23.067,
20091107,07:00,³¾ºõ,¥Õµ\ÆO,Platalea leucorodia,TJ,120.066,23.067,
20091107,07:00,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,»ñÀY¿PÅÃ,Thalasseus bergii,TJ,120.066,23.067,
20091107,07:00,³¾ºõ,ùØ®ü¿PÅÃ,Hydroprogne caspia,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,¶Â¸¡¿PÅÃ,Chlidonias hybrida,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,âqøf,Calidris ferruginea,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,¤j¨@øf,Numenius arquata,TJ,120.066,23.067,
20091107,07:00,³¾ºõ,»X¥j?,Charadrius mongolus,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,¤pÀôÀV?,Charadrius dubius,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,ª÷´³?,Pluvialis fulva,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,¯]ÀV´³¹§,Streptopelia chinensis,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,¬õ§À§B³Ò,Lanius cristatus,TJ,120.066,23.067,
20091107,07:00,³¾ºõ,¶À§Àì©,Phoenicurus auroreus,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,ÂÅ§Àì©,Tarsiger cyanurus,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.0665300,23.0674100,
20091107,07:00,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.0665300,23.0674100,
20091108,14:20,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.0856500,23.1215600,
20091108,14:20,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.0856500,23.1215600,
20091108,14:20,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.0856500,23.1215600,
20091108,14:20,³¾ºõ,¬õÔG,Falco tinnunculus,TJ,120.085,23.121,
20091108,14:20,³¾ºõ,¯]ÀV´³¹§,Streptopelia chinensis,TJ,120.0856500,23.1215600,
20091108,14:20,³¾ºõ,³Â³¶,Passer montanus,TJ,120.0856500,23.1215600,
20091108,16:30,³¾ºõ,ºñÂ¸²´,Zosterops japonicus,TJ,120.0856500,23.1215600,
20091108,16:30,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.0856500,23.1215600,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.127,23.502,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.353,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.126,23.322,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.161,23.276,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.120,23.177,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.058,23.089,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.050,23.074,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.064,23.073,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.098,23.144,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.097,23.046,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.139,23.047,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.154,23.021,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.157,23.009,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.032,
20111009,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.190,22.886,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.127,23.502,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.353,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.126,23.322,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.161,23.276,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.120,23.177,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.058,23.089,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.050,23.074,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.064,23.073,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.098,23.144,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.097,23.046,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.139,23.047,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.154,23.021,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.157,23.009,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.032,
20111022,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.190,22.886,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.127,23.502,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.353,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.126,23.322,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.161,23.276,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.120,23.177,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.058,23.089,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.050,23.074,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.064,23.073,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.098,23.144,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.097,23.046,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.139,23.047,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.154,23.021,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.157,23.009,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.032,
20111112,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.190,22.886,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.127,23.502,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.353,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.126,23.322,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.161,23.276,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.120,23.177,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.058,23.089,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.050,23.074,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.064,23.073,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.098,23.144,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.097,23.046,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.139,23.047,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.154,23.021,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.157,23.009,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.032,
20111126,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.190,22.886,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.127,23.502,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.353,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.126,23.322,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.161,23.276,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.120,23.177,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.058,23.089,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.050,23.074,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.064,23.073,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.098,23.144,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.097,23.046,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.139,23.047,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.154,23.021,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.157,23.009,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.032,
20111210,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.190,22.886,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.127,23.502,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.353,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.126,23.322,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.161,23.276,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.120,23.177,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.058,23.089,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.050,23.074,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.064,23.073,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.098,23.144,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.097,23.046,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.139,23.047,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.154,23.021,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.157,23.009,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.032,
20111224,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.190,22.886,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.127,23.502,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.353,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.126,23.322,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.161,23.276,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.120,23.177,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.058,23.089,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.050,23.074,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.064,23.073,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.098,23.144,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.097,23.046,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.139,23.047,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.154,23.021,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.157,23.009,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.032,
20120114,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.190,22.886,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.127,23.502,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.353,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.126,23.322,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.161,23.276,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.120,23.177,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.058,23.089,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.050,23.074,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.064,23.073,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.098,23.144,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.097,23.046,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.139,23.047,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.154,23.021,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.157,23.009,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.032,
20120115,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.190,22.886,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.127,23.502,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.353,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.126,23.322,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.161,23.276,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.120,23.177,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.058,23.089,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.050,23.074,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.064,23.073,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.098,23.144,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.097,23.046,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.139,23.047,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.154,23.021,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.157,23.009,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.032,
20120129,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.190,22.886,
20120211,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.127,23.502,
20120211,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.353,
20120211,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.126,23.322,
20120211,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.161,23.276,
20120211,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.120,23.177,
20120211,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.058,23.089,
20120211,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.050,23.074,
20120211,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.064,23.073,
20120211,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.098,23.144,
20120211,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.097,23.046,
20120211,07¡G00-10¡G00,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.139,23.047,
