¤é´Á,®É¶¡,ºõ¦W,«U¦W,¾Ç¦W,°ê®a¤½¶é,¸g«×,½n«×,¤£·Ç«×
20120112,07:00~10:86,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.0970660,23.0467260,
20120112,07:00~10:87,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.0970660,23.0467260,
20120112,07:00~10:88,³¾ºõ,¤¤¥ÕÆO,Mesophoyx intermedia,TJ,120.0970660,23.0467260,
20120112,07:00~10:89,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.0970660,23.0467260,
20120112,07:00~10:90,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.0970660,23.0467260,
20120112,07:00~10:91,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.0970660,23.0467260,
20120112,07:00~10:93,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.0970660,23.0467260,
20120112,07:00~10:94,³¾ºõ,¨ª¨¬øf,Tringa totanus,TJ,120.0970660,23.0467260,
20120112,07:00~10:95,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.0970660,23.0467260,
20120112,07:00~10:96,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.0970660,23.0467260,
20120112,07:00~10:97,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.0970660,23.0467260,
20120112,07:00~10:100,³¾ºõ,¤p¿PÅÃ,Sternula albifrons,TJ,120.097,23.046,
20120112,07:00~10:101,³¾ºõ,¶Â¸¡¿PÅÃ,Chlidonias hybrida,TJ,120.0970660,23.0467260,
20120112,07:00~10:102,³¾ºõ,¬õ¹§,Streptopelia tranquebarica,TJ,120.0970660,23.0467260,
20120112,07:00~10:103,³¾ºõ,¯]ÀV´³¹§,Streptopelia chinensis,TJ,120.0970660,23.0467260,
20120112,07:00~10:104,³¾ºõ,´Ä­I§B³Ò,Lanius schach,TJ,120.0970660,23.0467260,
20120112,07:00~10:105,³¾ºõ,¤j¨÷§À,Dicrurus macrocercus,TJ,120.0970660,23.0467260,
20120112,07:00~10:106,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.0970660,23.0467260,
20120112,07:00~10:107,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.0970660,23.0467260,
20120112,07:00~10:108,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.0970660,23.0467260,
20120112,07:00~10:109,³¾ºõ,¥Õ§À¤K­ô,Acridotheres javanicus,TJ,120.0970660,23.0467260,
20120112,07:00~10:110,³¾ºõ,³Â³¶,Passer montanus,TJ,120.0970660,23.0467260,
20120112,07:00~10:111,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.1709330,23.0326710,
20120112,07:00~10:112,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.1709330,23.0326710,
20120112,07:00~10:113,³¾ºõ,¦y§ÀÀn,Anas acuta,TJ,120.1709330,23.0326710,
20120112,07:00~10:114,³¾ºõ,¤p¤ôÀn,Anas crecca,TJ,120.1709330,23.0326710,
20120112,07:00~10:115,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.1709330,23.0326710,
20120112,07:00~10:116,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.170,23.032,
20120112,07:00~10:117,³¾ºõ,®J¤Î¸t?,Threskiornis aethiopicus,TJ,120.1709330,23.0326710,
20120112,07:00~10:118,³¾ºõ,¶ÀÀYÆO,Bubulcus ibis,TJ,120.1709330,23.0326710,
20120112,07:00~10:119,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.1709330,23.0326710,
20120112,07:00~10:120,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.1709330,23.0326710,
20120112,07:00~10:121,³¾ºõ,¤¤¥ÕÆO,Mesophoyx intermedia,TJ,120.1709330,23.0326710,
20120112,07:00~10:122,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.1709330,23.0326710,
20120112,07:00~10:123,³¾ºõ,¥Õ«aÂû,Fulica atra,TJ,120.1709330,23.0326710,
20120112,07:00~10:124,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.1709330,23.0326710,
20120112,07:00~10:125,³¾ºõ,¤Ï¼L?,Xenus cinereus,TJ,120.1709330,23.0326710,
20120112,07:00~10:126,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.1709330,23.0326710,
20120112,07:00~10:127,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.1709330,23.0326710,
20120112,07:00~10:128,³¾ºõ,¬õ¹§,Streptopelia tranquebarica,TJ,120.1709330,23.0326710,
20120112,07:00~10:129,³¾ºõ,¯]ÀV´³¹§,Streptopelia chinensis,TJ,120.1709330,23.0326710,
20120112,07:00~10:130,³¾ºõ,´Ä¨F¿P,Riparia chinensis,TJ,120.1709330,23.0326710,
20120112,07:00~10:131,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.1709330,23.0326710,
20120112,07:00~10:132,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.1709330,23.0326710,
20120112,07:00~10:133,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.1709330,23.0326710,
20120112,07:00~10:134,³¾ºõ,³Â³¶,Passer montanus,TJ,120.1709330,23.0326710,
20120112,07:00~10:135,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.1546400,23.0444600,
20120112,07:00~10:136,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.1546400,23.0444600,
20120112,07:00~10:137,³¾ºõ,»ñÀY¼çÀn,Aythya fuligula,TJ,120.1546400,23.0444600,
20120112,07:00~10:138,³¾ºõ,®ß¤pÆO,Ixobrychus cinnamomeus,TJ,120.1546400,23.0444600,
20120112,07:00~10:139,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.1546400,23.0444600,
20120112,07:00~10:140,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.1546400,23.0444600,
20120112,07:00~10:141,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.1546400,23.0444600,
20120112,07:00~10:142,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.1546400,23.0444600,
20120112,07:00~10:143,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.1546400,23.0444600,
20120112,07:00~10:144,³¾ºõ,¥Õ«aÂû,Fulica atra,TJ,120.1546400,23.0444600,
20120112,07:00~10:145,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.1546400,23.0444600,
20120112,07:00~10:146,³¾ºõ,³ßÄN,Pica pica,TJ,120.1546400,23.0444600,
20120112,07:00~10:147,³¾ºõ,´Ä¨F¿P,Riparia chinensis,TJ,120.1546400,23.0444600,
20120112,07:00~10:148,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.1546400,23.0444600,
20120112,07:00~10:149,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.1546400,23.0444600,
20120219,07:00~10:150,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.1399160,23.0473240,
20120219,07:00~10:151,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.1399160,23.0473240,
20120219,07:00~10:152,³¾ºõ,¦y§ÀÀn,Anas acuta,TJ,120.1399160,23.0473240,
20120219,07:00~10:153,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.1399160,23.0473240,
20120219,07:00~10:154,³¾ºõ,¥Õµ\ÆO,Platalea leucorodia,TJ,120.139,23.047,
20120219,07:00~10:155,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.139,23.047,
20120219,07:00~10:156,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.1399160,23.0473240,
20120219,07:00~10:157,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.1399160,23.0473240,
20120219,07:00~10:158,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.1399160,23.0473240,
20120219,07:00~10:159,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.1399160,23.0473240,
20120219,07:00~10:160,³¾ºõ,³½ÆN,Pandion haliaetus,TJ,120.139,23.047,
20120219,07:00~10:161,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.1399160,23.0473240,
20120219,07:00~10:162,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.1399160,23.0473240,
20120219,07:00~10:165,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.1399160,23.0473240,
20120219,07:00~10:166,³¾ºõ,¨ª¨¬øf,Tringa totanus,TJ,120.1399160,23.0473240,
20120219,07:00~10:167,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.1399160,23.0473240,
20120219,07:00~10:168,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.1399160,23.0473240,
20120219,07:00~10:169,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.1399160,23.0473240,
20120219,07:00~10:171,³¾ºõ,ùØ®ü¿PÅÃ,Hydroprogne caspia,TJ,120.1399160,23.0473240,
20120219,07:00~10:172,³¾ºõ,¶Â¸¡¿PÅÃ,Chlidonias hybrida,TJ,120.1399160,23.0473240,
20120219,07:00~10:173,³¾ºõ,¬õ¹§,Streptopelia tranquebarica,TJ,120.1399160,23.0473240,
20120219,07:00~10:174,³¾ºõ,¯]ÀV´³¹§,Streptopelia chinensis,TJ,120.1399160,23.0473240,
20120219,07:00~10:175,³¾ºõ,»A³¾,Alcedo atthis,TJ,120.1399160,23.0473240,
20120219,07:00~10:176,³¾ºõ,³ßÄN,Pica pica,TJ,120.1399160,23.0473240,
20120219,07:00~10:177,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.1399160,23.0473240,
20120219,07:00~10:178,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.1399160,23.0473240,
20120219,07:00~10:179,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.1399160,23.0473240,
20120219,07:00~10:180,³¾ºõ,ºñÂ¸²´,Zosterops japonicus,TJ,120.1399160,23.0473240,
20120219,07:00~10:181,³¾ºõ,¶À§Àì©,Phoenicurus auroreus,TJ,120.1399160,23.0473240,
20120219,07:00~10:182,³¾ºõ,³Â³¶,Passer montanus,TJ,120.1399160,23.0473240,
20120219,07:00~10:183,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.1575050,23.0096860,
20120219,07:00~10:184,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.1575050,23.0096860,
20120219,07:00~10:185,³¾ºõ,¦y§ÀÀn,Anas acuta,TJ,120.1575050,23.0096860,
20120219,07:00~10:186,³¾ºõ,¤p¤ôÀn,Anas crecca,TJ,120.1575050,23.0096860,
20120219,07:00~10:187,³¾ºõ,»ñÀY¼çÀn,Aythya fuligula,TJ,120.1575050,23.0096860,
20120219,07:00~10:188,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.157,23.009,
20120219,07:00~10:189,³¾ºõ,®J¤Î¸t?,Threskiornis aethiopicus,TJ,120.1575050,23.0096860,
20120219,07:00~10:190,³¾ºõ,¶À¤pÆO,Ixobrychus sinensis,TJ,120.1575050,23.0096860,
20120219,07:00~10:191,³¾ºõ,®ß¤pÆO,Ixobrychus cinnamomeus,TJ,120.1575050,23.0096860,
20120219,07:00~10:192,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.1575050,23.0096860,
20120219,07:00~10:193,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.1575050,23.0096860,
20120219,07:00~10:194,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.1575050,23.0096860,
20120219,07:00~10:195,³¾ºõ,¤¤¥ÕÆO,Mesophoyx intermedia,TJ,120.1575050,23.0096860,
20120219,07:00~10:196,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.1575050,23.0096860,
20120219,07:00~10:197,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.1575050,23.0096860,
20120219,07:00~10:198,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.1575050,23.0096860,
20120219,07:00~10:200,³¾ºõ,¨ª¨¬øf,Tringa totanus,TJ,120.1575050,23.0096860,
20120219,07:00~10:201,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.1575050,23.0096860,
20120219,07:00~10:202,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.1575050,23.0096860,
20120219,07:00~10:203,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.1575050,23.0096860,
20120219,07:00~10:204,³¾ºõ,¶Â¯áÅÃ,Larus argentatus,TJ,120.1575050,23.0096860,
20120219,07:00~10:205,³¾ºõ,¯]ÀV´³¹§,Streptopelia chinensis,TJ,120.1575050,23.0096860,
20120219,07:00~10:206,³¾ºõ,»A³¾,Alcedo atthis,TJ,120.1575050,23.0096860,
20120219,07:00~10:207,³¾ºõ,¬õ§À§B³Ò,Lanius cristatus,TJ,120.157,23.009,
20120219,07:00~10:208,³¾ºõ,³ßÄN,Pica pica,TJ,120.1575050,23.0096860,
20120219,07:00~10:209,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.1575050,23.0096860,
20120219,07:00~10:210,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.1575050,23.0096860,
20120219,07:00~10:211,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.1575050,23.0096860,
20120219,07:00~10:212,³¾ºõ,¥Õ§À¤K­ô,Acridotheres javanicus,TJ,120.1575050,23.0096860,
20120219,07:00~10:213,³¾ºõ,®a¤K­ô,Acridotheres tristis,TJ,120.1575050,23.0096860,
20120219,07:00~10:214,³¾ºõ,³Â³¶,Passer montanus,TJ,120.1575050,23.0096860,
20120219,07:00~10:215,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.1546780,23.0218170,
20120219,07:00~10:216,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.1546780,23.0218170,
20120219,07:00~10:217,³¾ºõ,¦y§ÀÀn,Anas acuta,TJ,120.1546780,23.0218170,
20120219,07:00~10:218,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.154,23.021,
20120219,07:00~10:219,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.1546780,23.0218170,
20120219,07:00~10:220,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.1546780,23.0218170,
20120219,07:00~10:221,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.1546780,23.0218170,
20120219,07:00~10:222,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.1546780,23.0218170,
20120219,07:00~10:223,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.1546780,23.0218170,
20120219,07:00~10:224,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.1546780,23.0218170,
20120219,07:00~10:225,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.0970660,23.0467260,
20120219,07:00~10:226,³¾ºõ,¤p¤ôÀn,Anas crecca,TJ,120.0970660,23.0467260,
20120219,07:00~10:227,³¾ºõ,»ñÀY¼çÀn,Aythya fuligula,TJ,120.0970660,23.0467260,
20120219,07:00~10:228,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.0970660,23.0467260,
20120219,07:00~10:229,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.097,23.046,
20120219,07:00~10:230,³¾ºõ,®J¤Î¸t?,Threskiornis aethiopicus,TJ,120.0970660,23.0467260,
20120219,07:00~10:231,³¾ºõ,¶À¤pÆO,Ixobrychus sinensis,TJ,120.0970660,23.0467260,
20120219,07:00~10:232,³¾ºõ,®ß¤pÆO,Ixobrychus cinnamomeus,TJ,120.0970660,23.0467260,
20120219,07:00~10:233,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.0970660,23.0467260,
20120219,07:00~10:234,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.0970660,23.0467260,
20120219,07:00~10:235,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.0970660,23.0467260,
20120219,07:00~10:236,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.0970660,23.0467260,
20120219,07:00~10:237,³¾ºõ,¥Õ«aÂû,Fulica atra,TJ,120.0970660,23.0467260,
20120219,07:00~10:238,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.0970660,23.0467260,
20120219,07:00~10:239,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.0970660,23.0467260,
20120219,07:00~10:240,³¾ºõ,¨ª¨¬øf,Tringa totanus,TJ,120.0970660,23.0467260,
20120219,07:00~10:241,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.0970660,23.0467260,
20120219,07:00~10:242,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.0970660,23.0467260,
20120219,07:00~10:244,³¾ºõ,¯]ÀV´³¹§,Streptopelia chinensis,TJ,120.0970660,23.0467260,
20120219,07:00~10:245,³¾ºõ,»A³¾,Alcedo atthis,TJ,120.0970660,23.0467260,
20120219,07:00~10:246,³¾ºõ,´Ä¨F¿P,Riparia chinensis,TJ,120.0970660,23.0467260,
20120219,07:00~10:247,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.0970660,23.0467260,
20120219,07:00~10:248,³¾ºõ,¨ª¸y¿P,Cecropis striolata,TJ,120.0970660,23.0467260,
20120219,07:00~10:249,³¾ºõ,³Â³¶,Passer montanus,TJ,120.0970660,23.0467260,
20120219,07:00~10:250,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.1709330,23.0326710,
20120219,07:00~10:251,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.1709330,23.0326710,
20120219,07:00~10:252,³¾ºõ,¦y§ÀÀn,Anas acuta,TJ,120.1709330,23.0326710,
20120219,07:00~10:253,³¾ºõ,¤p¤ôÀn,Anas crecca,TJ,120.1709330,23.0326710,
20120219,07:00~10:254,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.1709330,23.0326710,
20120219,07:00~10:255,³¾ºõ,®J¤Î¸t?,Threskiornis aethiopicus,TJ,120.1709330,23.0326710,
20120219,07:00~10:256,³¾ºõ,¶À¤pÆO,Ixobrychus sinensis,TJ,120.1709330,23.0326710,
20120219,07:00~10:257,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.1709330,23.0326710,
20120219,07:00~10:258,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.1709330,23.0326710,
20120219,07:00~10:259,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.1709330,23.0326710,
20120219,07:00~10:260,³¾ºõ,¤¤¥ÕÆO,Mesophoyx intermedia,TJ,120.1709330,23.0326710,
20120219,07:00~10:261,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.1709330,23.0326710,
20120219,07:00~10:262,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.1709330,23.0326710,
20120219,07:00~10:263,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.1709330,23.0326710,
20120219,07:00~10:264,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.1709330,23.0326710,
20120219,07:00~10:265,³¾ºõ,³Â³¶,Passer montanus,TJ,120.1709330,23.0326710,
20120219,07:00~10:266,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.1546400,23.0444600,
20120219,07:00~10:267,³¾ºõ,»ñÀY¼çÀn,Aythya fuligula,TJ,120.1546400,23.0444600,
20120219,07:00~10:268,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.1546400,23.0444600,
20120219,07:00~10:269,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.154,23.044,
20120219,07:00~10:270,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.1546400,23.0444600,
20120219,07:00~10:271,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.1546400,23.0444600,
20120219,07:00~10:272,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.1546400,23.0444600,
20120219,07:00~10:273,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.1546400,23.0444600,
20120219,07:00~10:274,³¾ºõ,¥Õ«aÂû,Fulica atra,TJ,120.1546400,23.0444600,
20120219,07:00~10:275,³¾ºõ,¥Õ§À¤K­ô,Acridotheres javanicus,TJ,120.1546400,23.0444600,
20120317,07:00~10:276,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.1399160,23.0473240,
20120317,07:00~10:277,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.1399160,23.0473240,
20120317,07:00~10:278,³¾ºõ,¤p¤ôÀn,Anas crecca,TJ,120.1399160,23.0473240,
20120317,07:00~10:279,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.1399160,23.0473240,
20120317,07:00~10:280,³¾ºõ,¶Â­±µ\ÆO,Platalea minor,TJ,120.139,23.047,
20120317,07:00~10:281,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.1399160,23.0473240,
20120317,07:00~10:282,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.1399160,23.0473240,
20120317,07:00~10:283,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.1399160,23.0473240,
20120317,07:00~10:284,³¾ºõ,¤¤¥ÕÆO,Mesophoyx intermedia,TJ,120.1399160,23.0473240,
20120317,07:00~10:285,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.1399160,23.0473240,
20120317,07:00~10:287,³¾ºõ,³½ÆN,Pandion haliaetus,TJ,120.139,23.047,
20120317,07:00~10:288,³¾ºõ,¬õ«a¤ôÂû,Gallinula chloropus,TJ,120.1399160,23.0473240,
20120317,07:00~10:289,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.1399160,23.0473240,
20120317,07:00~10:290,³¾ºõ,¤Ï¼L?,Xenus cinereus,TJ,120.1399160,23.0473240,
20120317,07:00~10:292,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.1399160,23.0473240,
20120317,07:00~10:293,³¾ºõ,»X¥j?,Charadrius mongolus,TJ,120.1399160,23.0473240,
20120317,07:00~10:294,³¾ºõ,¶Â§Àøf,Limosa limosa,TJ,120.139,23.047,
20120317,07:00~10:295,³¾ºõ,¨ª¨¬øf,Tringa totanus,TJ,120.1399160,23.0473240,
20120317,07:00~10:296,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.1399160,23.0473240,
20120317,07:00~10:297,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.1399160,23.0473240,
20120317,07:00~10:298,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.1399160,23.0473240,
20120317,07:00~10:302,³¾ºõ,ùØ®ü¿PÅÃ,Hydroprogne caspia,TJ,120.1399160,23.0473240,
20120317,07:00~10:303,³¾ºõ,¤p¿PÅÃ,Sternula albifrons,TJ,120.139,23.047,
20120317,07:00~10:304,³¾ºõ,¶Â¸¡¿PÅÃ,Chlidonias hybrida,TJ,120.1399160,23.0473240,
20120317,07:00~10:305,³¾ºõ,¯]ÀV´³¹§,Streptopelia chinensis,TJ,120.1399160,23.0473240,
20120317,07:00~10:306,³¾ºõ,»A³¾,Alcedo atthis,TJ,120.1399160,23.0473240,
20120317,07:00~10:307,³¾ºõ,³ßÄN,Pica pica,TJ,120.1399160,23.0473240,
20120317,07:00~10:308,³¾ºõ,®a¿P,Hirundo rustica,TJ,120.1399160,23.0473240,
20120317,07:00~10:309,³¾ºõ,¬v¿P,Hirundo tahitica,TJ,120.1399160,23.0473240,
20120317,07:00~10:310,³¾ºõ,¦ÇÀYøkÅa,Prinia flaviventris,TJ,120.1399160,23.0473240,
20120317,07:00~10:311,³¾ºõ,½ÅÀYøkÅa,Prinia inornata,TJ,120.1399160,23.0473240,
20120317,07:00~10:312,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.1399160,23.0473240,
20120317,07:00~10:313,³¾ºõ,ºñÂ¸²´,Zosterops japonicus,TJ,120.1399160,23.0473240,
20120317,07:00~10:314,³¾ºõ,ÄNì©,Copsychus saularis,TJ,120.1399160,23.0473240,
20120317,07:00~10:315,³¾ºõ,³Â³¶,Passer montanus,TJ,120.1399160,23.0473240,
20120317,07:00~10:316,³¾ºõ,´³¤å³¾,Lonchura punctulata,TJ,120.1399160,23.0473240,
20120317,07:00~10:317,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.1575050,23.0096860,
20120317,07:00~10:318,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.1575050,23.0096860,
20120317,07:00~10:319,³¾ºõ,¤p¤ôÀn,Anas crecca,TJ,120.1575050,23.0096860,
20120317,07:00~10:320,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.1575050,23.0096860,
20120317,07:00~10:321,³¾ºõ,©]ÆO,Nycticorax nycticorax,TJ,120.1575050,23.0096860,
20120317,07:00~10:322,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.1575050,23.0096860,
20120317,07:00~10:323,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.1575050,23.0096860,
20120317,07:00~10:324,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.1575050,23.0096860,
20120317,07:00~10:325,³¾ºõ,°ªÃß?,Himantopus himantopus,TJ,120.1575050,23.0096860,
20120317,07:00~10:326,³¾ºõ,¤pÀôÀV?,Charadrius dubius,TJ,120.1575050,23.0096860,
20120317,07:00~10:327,³¾ºõ,ªF¤èÀôÀV?,Charadrius alexandrinus,TJ,120.1575050,23.0096860,
20120317,07:00~10:328,³¾ºõ,¶Â§Àøf,Limosa limosa,TJ,120.157,23.009,
20120317,07:00~10:329,³¾ºõ,´³§Àøf,Limosa lapponica,TJ,120.1575050,23.0096860,
20120317,07:00~10:330,³¾ºõ,¤j¨@øf,Numenius arquata,TJ,120.157,23.009,
20120317,07:00~10:331,³¾ºõ,¨ª¨¬øf,Tringa totanus,TJ,120.1575050,23.0096860,
20120317,07:00~10:332,³¾ºõ,¤p«C¨¬øf,Tringa stagnatilis,TJ,120.1575050,23.0096860,
20120317,07:00~10:333,³¾ºõ,«C¨¬øf,Tringa nebularia,TJ,120.1575050,23.0096860,
20120317,07:00~10:334,³¾ºõ,ÆN´³øf,Tringa glareola,TJ,120.1575050,23.0096860,
20120317,07:00~10:335,³¾ºõ,ÁFøf,Actitis hypoleucos,TJ,120.1575050,23.0096860,
20120317,07:00~10:339,³¾ºõ,¥ÕÀY¯Î,Pycnonotus sinensis,TJ,120.1575050,23.0096860,
20120317,07:00~10:340,³¾ºõ,´³¤å³¾,Lonchura punctulata,TJ,120.1575050,23.0096860,
20120317,07:00~10:341,³¾ºõ,¨ªÀVÀn,Anas penelope,TJ,120.1546780,23.0218170,
20120317,07:00~10:342,³¾ºõ,µ\¼LÀn,Anas clypeata,TJ,120.1546780,23.0218170,
20120317,07:00~10:343,³¾ºõ,¦y§ÀÀn,Anas acuta,TJ,120.1546780,23.0218170,
20120317,07:00~10:344,³¾ºõ,¤p??,Parvocaulis parvula,TJ,120.1546780,23.0218170,
20120317,07:00~10:345,³¾ºõ,»aÆO,Ardea cinerea,TJ,120.1546780,23.0218170,
20120317,07:00~10:346,³¾ºõ,¤j¥ÕÆO,Ardea alba,TJ,120.1546780,23.0218170,
20120317,07:00~10:347,³¾ºõ,¤p¥ÕÆO,Egretta garzetta,TJ,120.1546780,23.0218170,
