編號,成立核准文號,成立核准日期,管理委員會,建築物地址,棟數,地上層數,地下層數,使用執照
1506,'1010713269,101/09/03,懷石新境A棟社區管理委員會,善化區民權路33巷2號,8,4,,(100)南工使字第00137號
1507,'1010713268,101/09/03,懷石新境B棟社區管理委員會,善化區民權路41巷6號,8,4,,(100)南工使字第00138號
1508,'1010751951,101/09/12,巨匠大樓,安平區平通路580巷38號,1,7,1,(083)南工使字第02532號
1509,'1010746730,101/09/12,大桔郡六期C棟,永康區八德街140巷6弄9號,10,4,,(100)南工使字第03805號
1510,'1010768562,101/09/13,長榮學苑公寓大廈,歸仁區中正南路3段95巷30弄96號,2,6,,(101)南工使字第01684號
1511,'1010778581,101/09/21,大橋小品,永康區大橋二街239巷21弄38號3樓3,1,5,,(083)南工使字第02973號
1512,'1010778596,101/09/26,志維達公寓大廈管理負責人,永康區正南三路126巷15號,1,4,,(101)南工使字第00626號
1513,'1010813078,101/10/03,台南府城家園二批,中西區國華街二段19號,7,5,0,(075)南工使字第00889-72號共4筆使照
1514,'1010844556,101/10/08,大桔郡三期C棟,永康區八德街230巷58弄13號,8,4,,(099)南工使字第00951號
1515,'1010852182,101/10/09,騰揮會館大樓,永康區中正路970巷27號5樓之6,1,11,2,(100)南工使字第04608號
1516,'1010878618,101/10/17,氧森社區,安南區安和路二段285巷18弄1號,5,4,0,(101)南工使字第00684號
1517,'1010866463,101/10/17,美河館社區,安平區建平十五街2巷2號,6,4,0,(099)南工使字第01134號
1518,'1010888720,101/10/22,年年如意,安南區功安三街183巷1號,9,4,0,(099)南工使字第00935號
1519,'1010876224,101/10/22,文賢陶喜,北區文賢路799巷8弄1號,8,4,0,(101)南工使字第00096號
1520,'1010861936,101/10/25,和坊築社區,善化區建國路329巷18號,36,3,,(100)南工使字第01513號共36筆使照
1521,'1010901329,101/10/25,山豐海富二期,仁德區德南路252巷8號,10,4,,(101)南工使字第01426號
1522,'1010893357,101/10/26,勝田悅讀NO.2社區,北區北安路一段341巷31弄5號,12,4,0,(100)南工使字第03690號共3筆使照
1523,'1010937505,101/11/06,天空樹社區,安南區安中路一段639巷30號,26,4,0,(100)南工使字第04587號
1524,'1010978141,101/11/19,榮聖機械工程股份有限公司 管理負責人,柳營區環園東路1段18號,5,4,,(100)南工使字第03969號共2筆使照
1525,'1010979187,101/11/20,壽春大樓,中西區衛民街40號6樓之1,1,6,1,(081)南工使字第01103-44號
1526,'1010987181,101/11/22,光武大廈,北區大武街168號7樓之5,1,7,0,(070)南工使字第00711-53號
1527,'1011005672,101/11/26,北歐森林C區,東區德東街136巷43號,8,4,0,(099)南工使字第00995號
1528,'1011010232,101/11/27,榮邦臻美,北區文賢路1122巷99弄6號,10,4,0,(100)南工使字第04488號
1529,'1010987090,101/11/28,水陌間社區,安南區安中路二段2巷123弄9號,20,3,0,(100)南工使字第03200號
1530,'1011032408,101/12/04,人和白京,東區仁和路47-18號,32,5,0,(101)南工使字第01713號
1531,'1011052304,101/12/11,千興大樓,北區西門路四段273號,1,15,4,(087)南工使字第01209號
1532,'1011081721,101/12/20,自由賞,東區仁和路139巷80號,9,4,0,(095)南工使字第01047號
1533,'1011081823,101/12/20,夏林新境,南區五妃街443巷63號,21,5,0,(101)南工使字第02807號
1534,'1020027251,102/01/10,康樂雅築,新營區康樂街1巷1號,1,7,1,(081)南工使字第06665號
1535,'1020045235,102/01/16,53行館管理負責人,東區府連路344巷53號,1,5,0,(101)南工使字第02859號
1536,'1020115746,102/02/04,百邑社區管理委員會,東區裕信路170-3號,40,5,0,(100)南工使字第04389號
1537,'1020115749,102/02/04,安居管理委員會,安南區安中一街77巷27號,44,4,,(100)南工使字第03529號
1538,'1020115750,102/02/04,美慕里管理負責人,安南區安通三街98巷7號,14,4,0,(100)南工使字第03718號
1539,'1020123969,102/02/06,尚河苑管理委員會,安平區安北路40巷31號,8,4,,(100)南工使字第02673號
1540,'102011720,102/02/06,裕孝森活社區管理委員會,東區小東路254巷2弄7號,1,4,0,(101)南工使字第00339號
1541,'1020123971,102/02/07,億載陶喜管理委員會,安平區永華十二街27巷86號,8,5,0,(100)南工使字第03597號
1542,'1020123867,102/02/07,常(水靜)社區管理委員會,南區竹溪街90號7F,1,8,2,(100)南工使字第00972號
1543,'1020141871,102/02/18,仁德晶鑽社區,仁德區仁義三街138巷5號,11,4,,(101)南工使字第02238號
1544,'1020164307,102/02/23,安南十間堂社區管理委員會,安南區功安一街226巷6號,11,4,0,(100)南工使字第00700號
1545,'1020155562,102/02/24,二空新城B區,仁德區和愛街18號13樓之1,8,14,,(099)南工使字第00593號
1546,'1020169595,102/02/26,仁義小築管理負責人,仁德區中正路2段330巷5號,1,3,,(101)南工使字第03365號
1547,'1020229353,102/03/15,椒尊居,仁德區長興二街67之5號,1,5,,(098)南工使字第01126號
1548,'1020282821,102/04/01,美士堡幼兒園管理負責人,新化區復興路187巷9號等2戶,2,2,,(098)南工使字第00788號
1549,'1020283398,102/04/02,錦道社區管理負責人,中西區中成路28號3樓,1,4,,(101)南工使字第02327號
1550,'1020293125,102/04/09,開山名苑管理委員會,中西區開山路166號等,1,7,1,(085)南工使字第00567號
1551,'1020300313,102/04/09,漢平方圓社區管理委員會,東區崇善十一街54巷33-1號,12,5,,(099)南工使字第01158號
1552,'1020350693,102/04/22,青雲直上社區,仁德區德南路194巷14號3樓之1,1,7,1,(083)南工使字第03042號
1553,'1020355948,102/04/25,湖美千利修大樓管理委員會,中西區民權路四段356號20樓-1,1,21,4,(101)南工使字第03667號
1554,'1020392345,102/05/01,元大府城大樓管理負責人,中西區民生路一段165號,1,7,1,(072)南工使字第00760-50號共3筆使照
1555,'1020385369,102/05/02,敦煌社區,仁德區民安路2段45號,1,6,1,(082)南工使字第01560號
1556,'1020383272,102/05/02,合築樂居公寓大廈 管理負責人,永康區王行路351巷77號等2戶,2,3,,(098)南工使字第00641號
1557,'1020383273,102/05/02,日光行舍官一期社區,永康區新興街35巷23弄20號,19,4,,(101)南工使字第04254號
1558,'1020408843,102/05/13,光立方社區管理委員會,安平區建平一街238巷27號5樓,1,5,0,(101)南工使字第04076號
1559,'1020413415,102/05/14,耕讀社區管理委員會,安南區安中路二段2巷117弄15號,51,3,0,(097)南工使字第01076號共2筆使照
1560,'1020454516,102/05/22,統順天廈,永康區中華路661巷18號6樓之5,1,7,1,(083)南工使字第00831號
1561,'1020472301,102/05/28,極光NO.3社區,善化區陽光三路316巷9號,16,4,,(101)南工使字第00089號共2筆使照
1562,'1020472302,102/05/28,極光NO.2社區,善化區陽光三路302巷7號,16,4,,(100)南工使字第04127號共2筆使照
1563,'1020502176,102/06/04,崇誨社區管理委員會,東區林森路二段192巷23-5號,,12,,(072)南工使字第77784號共6筆使照
1564,'1020509527,102/06/05,聯友福居社區管理委員會,東區自由路二段33巷12號,1,4,0,(101)南工使字第03389號
1565,'1020494960,102/06/06,勝利華廈管理委員會,東區勝利路52巷110號,1,3,0,(078)南工使字第01009-96號
1566,'1020555752,102/06/26,頂安管理委員會,安南區安中二街116巷5號,54,4,,(101)南工使字第00147號
1567,'1020592514,102/07/02,安頤寒舍公寓大廈管理負責人,東區大同路一段73巷8號4樓,1,5,0,(102)南工使字第01827號
1568,'1020612223,102/07/12,陽光米蘭,後壁區頂安里頂寮106之22號,57,3,1,(093)南工使字第00016號
1569,'1020643845,102/07/16,懷石新館社區,善化區小新營56之103號,12,4,,(101)南工使字第03562號
1570,'1020648360,102/07/17,京城鳳凰大廈,永康區中華路7巷6號4樓之2,2,19,3,(101)南工使字第02880號
1571,'1020682921,102/07/25,竹溪人文會館管理負責人,南區健康路一段113巷65弄20號,1,7,1,(097)南工使字第01054號
1572,'1020731322,102/08/20,湯山新城公寓大廈,永康區小東路423巷8號8樓之5,2,14,1,(101)南工使字第00958號
1573,'1020758866,102/08/20,鄉親龍城大樓,仁德區德洋路180巷28號2樓之5,1,6,,(086)南工使字第00949號
1574,'1020773325,102/08/23,東興華廈公寓大廈管理委員會,北區小東路423巷3號8F-5,3,14,1,(100)南工使字第00808號共2筆使照
1575,'1020746358,102/09/02,彩蝶公園F區,永康區永興路355巷62弄5號,10,4,,(101)南工使字第03466號
1576,'1020798368,102/09/03,江南天下公寓大廈管理委員會,東區崇明十四街60巷12號6樓3,1,6,1,(079)南工使字第01073-27號
1577,'1020824446,102/09/11,步建築社區管理委員會,北區育成路271巷2號,2,4,0,(101)南工使字第01214號
1578,'1020832387,102/09/13,彩蝶公園E棟,永康區永興路355巷60弄6號,14,4,,(101)南工使字第03465號
1579,'1020832179,102/09/14,大圓環吉祥棟,歸仁區大順二街1號等,1,7,1,(083)南工使字第01028號
1580,'1020879398,102/09/26,太子花博館三期社區管理委員會,安南區館安一路20巷2弄26號,68,5,0,(102)南工使字第00825號
1581,'1020889581,102/10/03,富裕人生第六期社區管理委員會,安南區慈安路109巷6號,9,4,0,(101)南工使字第04267號
1582,'1020910606,102/10/07,台南市東門國宅社區管理委員會,東區衛國街112巷12之2號,,7,0,(069)南工使字第00558-53號共4筆使照
1583,'1020812459,102/10/08,易居管理負責人,永康區中正路561號,1,4,,(102)南工使字第02178號
1584,'1020912458,102/10/08,成吉吉學苑管理負責人,永康區中正路563號,1,4,,(102)南工使字第02177號
1585,'1020938703,102/10/17,湖美霞觀社區管理委員會,中西區西賢二街126號,24,4,0,(100)南工使字第04143號
1586,'1020953669,102/10/23,民權馨居 管理負責人,歸仁區民權六街110巷13號,9,4,,(102)南工使字第01085號
1587,'1020959928,102/10/23,北區真善美管理委員會,北區海安路三段985巷2弄6號,1,5,0,(101)南工使字第02887號
1588,'1020955513,102/10/23,荷蘭龍邸公寓大廈管理委員會,東區莊敬路205巷24號,1,7,1,(082)南工使字第00306號
1589,'1020996827,102/11/07,大學路12巷6之5號公寓大廈管理負責人,東區大學路12巷6之5號,1,5,0,(069)南工使字第00623-62號
1590,'1021030186,102/11/25,邰欣地堡NO.15社區,善化區陽光二路5巷2號,39,4,,(102)南工使字第01911號
1591,'1021046671,102/11/26,統一來來大樓管理委員會,北區富北街18號6樓-10,1,7,1,(075)南工使字第00886-89號
1592,'1021059283,102/11/29,創世紀管理委員會,安南區館前一路26巷2弄3號,75,5,0,(101)南工使字第04191號
1593,'1021098566,102/12/09,溪美樂活社區,善化區溪美里溪尾216之45號,31,3,,(102)南工使字第02626號
1594,'1021106063,102/12/11,漢平世家大樓管理委員會,東區崇德十八街104號,1,6,1,(083)南工使字第00358號
1595,'1021178740,103/01/03,鄭欽元等五戶聚合住宅管理負責人,中西區永福路一段76號,1,5,0,(102)南工使字第04491號
1596,'1021179344,103/01/06,永大傑作社區,永康區永大路3段525巷7號,14,4,,(101)南工使字第00576號
1597,'1021174496,103/01/06,彩蝶公園G棟,永康區永興路355巷68號,4,4,,(101)南工使字第03467號
1598,'1030030027,103/01/08,優遊館15期管理委員會,安南區長溪路三段405巷40弄205號,59,3,0,(101)南工使字第03460號
1599,'1030032233,103/01/10,禾悅社區管理委員會,安南區慈安路102號,12,5,0,(102)南工使字第02326號
1600,'1030052259,103/01/14,上院來H棟社區管理委員會,東區永東街86號,8,4,0,(102)南工使字第00908號
1601,'1030067688,103/01/17,青河苑社區管理委員會,安南區安通路四段145巷1號,36,4,0,(101)南工使字第03881號
1602,'1030067891,103/01/17,好富傳家大樓管理委員會,東區裕農路320號,1,8,1,(082)南工使字第01893號
1603,'1030072722,103/01/22,植村墅九期社區,善化區月眉園路71巷8號,40,4,,(102)南工使字第02736號
1604,'1030081081,103/01/22,興隆居管理委員會,南區興隆路276號,23,4,0,(102)南工使字第01906號
1605,'1030064056,103/01/22,榮美精品商旅管理負責人,北區海安路三段50號,4,11,1,(101)南工使字第04271號
1606,'1030082006,103/01/23,館前日光社區管理委員會,安南區館前街67巷3號,44,4,0,(102)南工使字第01335號
1607,'1030089909,103/01/23,名發館前首富社區管理委員會,安南區長和路一段577巷30號,80,4,0,(101)南工使字第04170號
1608,'1030087407,103/01/28,MOMA1號作品社區管理委員會,東區城東街12巷36-2號,7,4,0,(102)南工使字第02005號
1609,'1030129786,103/02/11,博館創世紀社區管理委員會,安南區長和路一段527巷55號,52,5,0,(102)南工使字第00720號
1610,'1030158140,103/02/20,力漢戀家九期社區管理委員會,安南區義吉街116巷5號,9,4,0,(102)南工使字第03715號
1611,'1030148020,103/02/20,鑫廷管理委員會,安南區安中二街56巷21號,40,4,0,(102)南工使字第00466號
1612,'1030183451,103/02/27,鴻儒天下二期管理委員會,東區東和路81號4樓之6,1,7,0,(079)南工使字第01059-90號
1613,'1030202914,103/03/05,幸福70巷管理委員會,安南區安中二街70巷13號,41,4,0,(101)南工使字第04559號
1614,'1030193998,103/03/06,藏金家專NO.2社區,永康區中正南路743巷8之5號,11,4,,(102)南工使字第01444號
1615,'1030206451,103/03/06,陽光翡翠NO.2,善化區龍目井路438巷12號,16,4,,(102)南工使字第02926號
1616,'1030222872,103/03/12,裡風景大廈,永康區復國二路100巷5號6樓2,3,7,1,(102)南工使字第02287號
1617,'1030238343,103/03/13,皇邑11期社區管理委員會,東區東成街116巷16號,12,5,0,(101)南工使字第03522號共11筆使照
1618,'1030238203,103/03/13,華康柏麗大樓管理委員會,安平區文平路466號之1,1,8,2,(083)南工使字第01489號
1619,'1030238295,103/03/13,敦煌日安印象A.B棟管委會,安南區安和路一段123巷32號,10,4,0,(101)南工使字第04589號
1620,'1030234788,103/03/13,敦煌日安印象C.D棟管委會,安南區安和路一段123巷40號,10,4,0,(101)南工使字第04590號
1621,'1030238381,103/03/13,敦煌日安印象E.F棟管委會,安南區安和路一段123巷80號,10,4,0,(101)南工使字第04591號
1622,'1030234697,103/03/18,長榮LV公寓大廈,歸仁區長榮路１段 245巷8號,16,5,,(102)南工使字第02385號
1623,'1030239304,103/03/18,湖畔左岸社區,善化區陽光大道358巷16號,26,4,,(102)南工使字第02688號
1624,'1030257511,103/03/18,好事達人3社區管理委員會,安平區育平一街26號,9,4,0,(101)南工使字第03046號
1625,'1030319398,103/04/10,高峰會社區管理委員會,北區北成路402巷60弄22號,25,4,0,(101)南工使字第03138號
1626,'1030335056,103/04/10,謙和B公寓大廈管理委員會,東區東安路259-1號2樓,1,5,0,(102)南工使字第02238號
1627,'1030363769,103/04/18,聚寶管理負責人,永康區中正北路111之1號,1,4,,(101)南工使字第00343號
1628,'1030370004,103/04/18,安中福氣公寓大廈管理負責人,安南區安中路一段379巷41號,12,4,0,(100)南工使字第03714號
1629,'1030372827,103/04/25,比佛利社區管理委員會,南區金華路一段484巷7弄6號,26,5,0,(101)南工使字第00889號
1630,'1030391048,103/04/25,謙和C公寓大廈管理負責人,東區東安路265號,1,5,0,(102)南工使字第02239號
1631,'1030382719,103/04/29,大隱,新營區府西路47巷5之2號,10,4,,(101)南工使字第03462號
1632,'1030434529,103/05/08,公園晨光管理委員會,北區公園路918巷8弄8號,13,4,0,(102)南工使字第00570號
1633,'1030438456,103/05/08,高峰二社區管理委員會,北區文成二街82號,4,4,0,(099)南工使字第00350號
1634,'1030454605,103/05/14,如意六十期管理委員會,安南區國安街156巷67弄1號,22,4,0,(101)南工使字第03860號
1635,'1030451316,103/05/20,天鑽2管理委員會,安南區育安一街136號3樓-6,1,5,0,(102)南工使字第04078號
1636,'1030474711,103/05/20,長榮藏金管理委員會,北區長榮路四段169號,1,14,3,(102)南工使字第02739號
1637,'1030481768,103/05/23,恩典公寓大廈,新營區東興路187號4樓之1,1,5,,(102)南工使字第04073號
1638,'1030506553,103/05/29,謙和D公寓大廈管理負責人,東區東安路267號2樓,1,5,0,(102)南工使字第02240號
