統計期或資料時間,縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,戶數,人口數,
103Y12M,67000,臺南市,67000220,山上區,2688,7500,
103Y12M,67000,臺南市,67000230,玉井區,5120,14561,
103Y12M,67000,臺南市,67000240,楠西區,3538,10116,
103Y12M,67000,臺南市,67000250,南化區,2863,9001,
103Y12M,67000,臺南市,67000260,左鎮區,1998,5181,
103Y12M,67000,臺南市,67000270,仁德區,26526,73099,
103Y12M,67000,臺南市,67000280,歸仁區,21963,67504,
103Y12M,67000,臺南市,67000290,關廟區,10889,34865,
103Y12M,67000,臺南市,67000300,龍崎區,1573,4292,
103Y12M,67000,臺南市,67000310,永康區,81040,228651,
103Y12M,67000,臺南市,67000320,東區,71870,190233,
103Y12M,67000,臺南市,67000330,南區,44706,125691,
103Y12M,67000,臺南市,67000340,北區,49711,132558,
103Y12M,67000,臺南市,67000350,安南區,60102,187775,
103Y12M,67000,臺南市,67000360,安平區,24546,64898,
103Y12M,67000,臺南市,67000370,中西區,30783,77910,
