統計期或資料時間,縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,戶數,人口數,
100Y09M,67000,臺南市,67000040,柳營區,7796,22478,
100Y09M,67000,臺南市,67000050,後壁區,8831,25632,
100Y09M,67000,臺南市,67000060,東山區,8238,22814,
100Y09M,67000,臺南市,67000070,麻豆區,15153,45634,
100Y09M,67000,臺南市,67000080,下營區,9122,25859,
100Y09M,67000,臺南市,67000090,六甲區,7682,23536,
100Y09M,67000,臺南市,67000100,官田區,7638,22013,
100Y09M,67000,臺南市,67000110,大內區,4051,10731,
100Y09M,67000,臺南市,67000120,佳里區,19540,59176,
100Y09M,67000,臺南市,67000130,學甲區,9578,27643,
100Y09M,67000,臺南市,67000140,西港區,7854,25108,
100Y09M,67000,臺南市,67000150,七股區,8049,24679,
100Y09M,67000,臺南市,67000160,將軍區,7423,21293,
100Y09M,67000,臺南市,67000170,北門區,4387,12281,
100Y09M,67000,臺南市,67000180,新化區,13798,44036,
100Y09M,67000,臺南市,67000190,善化區,14915,43905,
100Y09M,67000,臺南市,67000200,新市區,10935,34992,
100Y09M,67000,臺南市,67000210,安定區,9427,30252,
100Y09M,67000,臺南市,67000220,山上區,2727,7760,
100Y09M,67000,臺南市,67000230,玉井區,5081,15253,
100Y09M,67000,臺南市,67000240,楠西區,3562,10459,
100Y09M,67000,臺南市,67000250,南化區,2827,8812,
100Y09M,67000,臺南市,67000260,左鎮區,1980,5389,
100Y09M,67000,臺南市,67000270,仁德區,25039,70032,
100Y09M,67000,臺南市,67000280,歸仁區,20833,66003,
100Y09M,67000,臺南市,67000290,關廟區,10737,35743,
100Y09M,67000,臺南市,67000300,龍崎區,1592,4341,
100Y09M,67000,臺南市,67000310,永康區,76688,220063,
100Y09M,67000,臺南市,67000320,東區,71384,193767,
100Y09M,67000,臺南市,67000330,南區,43767,126219,
100Y09M,67000,臺南市,67000340,北區,48678,132064,
100Y09M,67000,臺南市,67000350,安南區,55600,179490,
100Y09M,67000,臺南市,67000360,安平區,23605,63436,
100Y09M,67000,臺南市,67000370,中西區,30263,78771,
100Y12M,67000,臺南市,67000010,新營區,27563,78473,
100Y12M,67000,臺南市,67000020,鹽水區,10003,26891,
100Y12M,67000,臺南市,67000030,白河區,10965,30947,
100Y12M,67000,臺南市,67000040,柳營區,7802,22443,
100Y12M,67000,臺南市,67000050,後壁區,8840,25569,
100Y12M,67000,臺南市,67000060,東山區,8234,22771,
100Y12M,67000,臺南市,67000070,麻豆區,15163,45609,
100Y12M,67000,臺南市,67000080,下營區,9117,25803,
100Y12M,67000,臺南市,67000090,六甲區,7684,23509,
100Y12M,67000,臺南市,67000100,官田區,7639,21965,
100Y12M,67000,臺南市,67000110,大內區,4033,10674,
100Y12M,67000,臺南市,67000120,佳里區,19566,59155,
100Y12M,67000,臺南市,67000130,學甲區,9569,27583,
100Y12M,67000,臺南市,67000140,西港區,7864,25069,
100Y12M,67000,臺南市,67000150,七股區,8054,24649,
100Y12M,67000,臺南市,67000160,將軍區,7417,21261,
100Y12M,67000,臺南市,67000170,北門區,4398,12254,
100Y12M,67000,臺南市,67000180,新化區,13831,44023,
100Y12M,67000,臺南市,67000190,善化區,14977,43995,
100Y12M,67000,臺南市,67000200,新市區,10968,35035,
100Y12M,67000,臺南市,67000210,安定區,9457,30263,
100Y12M,67000,臺南市,67000220,山上區,2723,7757,
100Y12M,67000,臺南市,67000230,玉井區,5097,15223,
100Y12M,67000,臺南市,67000240,楠西區,3556,10445,
100Y12M,67000,臺南市,67000250,南化區,2821,8840,
100Y12M,67000,臺南市,67000260,左鎮區,1982,5359,
100Y12M,67000,臺南市,67000270,仁德區,25075,70232,
100Y12M,67000,臺南市,67000280,歸仁區,20874,66104,
100Y12M,67000,臺南市,67000290,關廟區,10752,35593,
100Y12M,67000,臺南市,67000300,龍崎區,1591,4311,
100Y12M,67000,臺南市,67000310,永康區,77034,220825,
100Y12M,67000,臺南市,67000320,東區,71375,193782,
100Y12M,67000,臺南市,67000330,南區,43770,126129,
100Y12M,67000,臺南市,67000340,北區,48697,132098,
100Y12M,67000,臺南市,67000350,安南區,55867,179987,
100Y12M,67000,臺南市,67000360,安平區,23654,63593,
100Y12M,67000,臺南市,67000370,中西區,30271,78741,
101Y03M,67000,臺南市,67000010,新營區,27623,78601,
101Y03M,67000,臺南市,67000020,鹽水區,10007,26839,
101Y03M,67000,臺南市,67000030,白河區,10986,30857,
101Y03M,67000,臺南市,67000040,柳營區,7805,22329,
101Y03M,67000,臺南市,67000050,後壁區,8849,25402,
101Y03M,67000,臺南市,67000060,東山區,8256,22663,
101Y03M,67000,臺南市,67000070,麻豆區,15183,45554,
101Y03M,67000,臺南市,67000080,下營區,9107,25741,
101Y03M,67000,臺南市,67000090,六甲區,7692,23452,
101Y03M,67000,臺南市,67000100,官田區,7652,21897,
101Y03M,67000,臺南市,67000110,大內區,4035,10634,
101Y03M,67000,臺南市,67000120,佳里區,19614,59166,
101Y03M,67000,臺南市,67000130,學甲區,9592,27509,
101Y03M,67000,臺南市,67000140,西港區,7874,24999,
101Y03M,67000,臺南市,67000150,七股區,8045,24606,
101Y03M,67000,臺南市,67000160,將軍區,7417,21173,
101Y03M,67000,臺南市,67000170,北門區,4399,12223,
101Y03M,67000,臺南市,67000180,新化區,13837,43962,
101Y03M,67000,臺南市,67000190,善化區,15037,44110,
101Y03M,67000,臺南市,67000200,新市區,11015,35102,
101Y03M,67000,臺南市,67000210,安定區,9476,30247,
101Y03M,67000,臺南市,67000220,山上區,2728,7743,
101Y03M,67000,臺南市,67000230,玉井區,5097,15176,
101Y03M,67000,臺南市,67000240,楠西區,3549,10395,
101Y03M,67000,臺南市,67000250,南化區,2817,8803,
101Y03M,67000,臺南市,67000260,左鎮區,1985,5340,
101Y03M,67000,臺南市,67000270,仁德區,25192,70455,
101Y03M,67000,臺南市,67000280,歸仁區,20994,66260,
101Y03M,67000,臺南市,67000290,關廟區,10746,35502,
101Y03M,67000,臺南市,67000300,龍崎區,1589,4298,
101Y03M,67000,臺南市,67000310,永康區,77367,221613,
101Y03M,67000,臺南市,67000320,東區,71426,193771,
101Y03M,67000,臺南市,67000330,南區,43878,126159,
101Y03M,67000,臺南市,67000340,北區,48807,132120,
101Y03M,67000,臺南市,67000350,安南區,56178,180508,
101Y03M,67000,臺南市,67000360,安平區,23754,63812,
101Y03M,67000,臺南市,67000370,中西區,30358,78757,
101Y06M,67000,臺南市,67000010,新營區,27695,78648,
101Y06M,67000,臺南市,67000020,鹽水區,10036,26789,
101Y06M,67000,臺南市,67000030,白河區,10997,30735,
101Y06M,67000,臺南市,67000040,柳營區,7806,22259,
101Y06M,67000,臺南市,67000050,後壁區,8856,25350,
101Y06M,67000,臺南市,67000060,東山區,8268,22620,
101Y06M,67000,臺南市,67000070,麻豆區,15200,45527,
101Y06M,67000,臺南市,67000080,下營區,9121,25706,
101Y06M,67000,臺南市,67000090,六甲區,7693,23403,
101Y06M,67000,臺南市,67000100,官田區,7674,21897,
101Y06M,67000,臺南市,67000110,大內區,4025,10585,
101Y06M,67000,臺南市,67000120,佳里區,19631,59247,
101Y06M,67000,臺南市,67000130,學甲區,9603,27447,
101Y06M,67000,臺南市,67000140,西港區,7889,25015,
101Y06M,67000,臺南市,67000150,七股區,8025,24386,
101Y06M,67000,臺南市,67000160,將軍區,7426,21115,
101Y06M,67000,臺南市,67000170,北門區,4395,12148,
101Y06M,67000,臺南市,67000180,新化區,13896,43959,
101Y06M,67000,臺南市,67000190,善化區,15135,44215,
101Y06M,67000,臺南市,67000200,新市區,11050,35100,
101Y06M,67000,臺南市,67000210,安定區,9506,30267,
101Y06M,67000,臺南市,67000220,山上區,2719,7724,
101Y06M,67000,臺南市,67000230,玉井區,5100,15139,
101Y06M,67000,臺南市,67000240,楠西區,3552,10346,
101Y06M,67000,臺南市,67000250,南化區,2825,8789,
101Y06M,67000,臺南市,67000260,左鎮區,1984,5324,
101Y06M,67000,臺南市,67000270,仁德區,25334,70654,
101Y06M,67000,臺南市,67000280,歸仁區,21114,66359,
101Y06M,67000,臺南市,67000290,關廟區,10764,35432,
101Y06M,67000,臺南市,67000300,龍崎區,1593,4294,
101Y06M,67000,臺南市,67000310,永康區,77773,222494,
101Y06M,67000,臺南市,67000320,東區,71595,193610,
101Y06M,67000,臺南市,67000330,南區,43959,126102,
101Y06M,67000,臺南市,67000340,北區,48887,132138,
101Y06M,67000,臺南市,67000350,安南區,56534,181263,
101Y06M,67000,臺南市,67000360,安平區,23800,63991,
101Y06M,67000,臺南市,67000370,中西區,30438,78718,
101Y09M,67000,臺南市,67000010,新營區,27848,78543,
101Y09M,67000,臺南市,67000020,鹽水區,10061,26730,
101Y09M,67000,臺南市,67000030,白河區,11003,30615,
101Y09M,67000,臺南市,67000040,柳營區,7808,22171,
101Y09M,67000,臺南市,67000050,後壁區,8897,25331,
101Y09M,67000,臺南市,67000060,東山區,8263,22577,
101Y09M,67000,臺南市,67000070,麻豆區,15287,45433,
101Y09M,67000,臺南市,67000080,下營區,9140,25654,
101Y09M,67000,臺南市,67000090,六甲區,7712,23354,
101Y09M,67000,臺南市,67000100,官田區,7694,21885,
101Y09M,67000,臺南市,67000110,大內區,4022,10538,
101Y09M,67000,臺南市,67000120,佳里區,19783,59254,
101Y09M,67000,臺南市,67000130,學甲區,9634,27411,
101Y09M,67000,臺南市,67000140,西港區,7929,25030,
101Y09M,67000,臺南市,67000150,七股區,8038,24241,
101Y09M,67000,臺南市,67000160,將軍區,7439,21090,
101Y09M,67000,臺南市,67000170,北門區,4399,12103,
101Y09M,67000,臺南市,67000180,新化區,13962,43894,
101Y09M,67000,臺南市,67000190,善化區,15370,44486,
101Y09M,67000,臺南市,67000200,新市區,11134,35121,
101Y09M,67000,臺南市,67000210,安定區,9526,30253,
101Y09M,67000,臺南市,67000220,山上區,2736,7715,
101Y09M,67000,臺南市,67000230,玉井區,5117,15076,
101Y09M,67000,臺南市,67000240,楠西區,3548,10298,
101Y09M,67000,臺南市,67000250,南化區,2828,8785,
101Y09M,67000,臺南市,67000260,左鎮區,1987,5311,
101Y09M,67000,臺南市,67000270,仁德區,25511,70981,
101Y09M,67000,臺南市,67000280,歸仁區,21210,66461,
101Y09M,67000,臺南市,67000290,關廟區,10806,35386,
101Y09M,67000,臺南市,67000300,龍崎區,1591,4297,
101Y09M,67000,臺南市,67000310,永康區,78481,223459,
101Y09M,67000,臺南市,67000320,東區,71737,193037,
101Y09M,67000,臺南市,67000330,南區,44084,126039,
101Y09M,67000,臺南市,67000340,北區,49044,132180,
101Y09M,67000,臺南市,67000350,安南區,57063,182116,
101Y09M,67000,臺南市,67000360,安平區,23986,64289,
101Y09M,67000,臺南市,67000370,中西區,30474,78500,
101Y12M,67000,臺南市,67000010,新營區,27905,78475,
101Y12M,67000,臺南市,67000020,鹽水區,10074,26695,
101Y12M,67000,臺南市,67000030,白河區,11034,30602,
101Y12M,67000,臺南市,67000040,柳營區,7824,22160,
101Y12M,67000,臺南市,67000050,後壁區,8940,25280,
101Y12M,67000,臺南市,67000060,東山區,8285,22529,
101Y12M,67000,臺南市,67000070,麻豆區,15311,45377,
101Y12M,67000,臺南市,67000080,下營區,9146,25612,
101Y12M,67000,臺南市,67000090,六甲區,7733,23346,
101Y12M,67000,臺南市,67000100,官田區,7717,21912,
101Y12M,67000,臺南市,67000110,大內區,4026,10537,
101Y12M,67000,臺南市,67000120,佳里區,19805,59289,
101Y12M,67000,臺南市,67000130,學甲區,9658,27414,
101Y12M,67000,臺南市,67000140,西港區,7948,25034,
101Y12M,67000,臺南市,67000150,七股區,8050,24225,
101Y12M,67000,臺南市,67000160,將軍區,7420,21005,
101Y12M,67000,臺南市,67000170,北門區,4393,12083,
101Y12M,67000,臺南市,67000180,新化區,13984,43940,
101Y12M,67000,臺南市,67000190,善化區,15424,44619,
101Y12M,67000,臺南市,67000200,新市區,11190,35187,
101Y12M,67000,臺南市,67000210,安定區,9558,30298,
101Y12M,67000,臺南市,67000220,山上區,2733,7696,
101Y12M,67000,臺南市,67000230,玉井區,5117,15058,
101Y12M,67000,臺南市,67000240,楠西區,3542,10272,
101Y12M,67000,臺南市,67000250,南化區,2830,8814,
101Y12M,67000,臺南市,67000260,左鎮區,1992,5294,
101Y12M,67000,臺南市,67000270,仁德區,25629,71270,
101Y12M,67000,臺南市,67000280,歸仁區,21296,66655,
101Y12M,67000,臺南市,67000290,關廟區,10811,35353,
101Y12M,67000,臺南市,67000300,龍崎區,1591,4325,
101Y12M,67000,臺南市,67000310,永康區,78784,224303,
101Y12M,67000,臺南市,67000320,東區,71718,192972,
101Y12M,67000,臺南市,67000330,南區,44122,126018,
101Y12M,67000,臺南市,67000340,北區,49049,132233,
101Y12M,67000,臺南市,67000350,安南區,57244,182749,
101Y12M,67000,臺南市,67000360,安平區,24001,64348,
101Y12M,67000,臺南市,67000370,中西區,30518,78666,
102Y03M,67000,臺南市,67000010,新營區,27960,78703,
102Y03M,67000,臺南市,67000020,鹽水區,10043,26617,
102Y03M,67000,臺南市,67000030,白河區,11026,30509,
102Y03M,67000,臺南市,67000040,柳營區,7819,22073,
102Y03M,67000,臺南市,67000050,後壁區,8942,25153,
102Y03M,67000,臺南市,67000060,東山區,8279,22430,
102Y03M,67000,臺南市,67000070,麻豆區,15350,45402,
102Y03M,67000,臺南市,67000080,下營區,9135,25486,
102Y03M,67000,臺南市,67000090,六甲區,7740,23328,
102Y03M,67000,臺南市,67000100,官田區,7735,21855,
102Y03M,67000,臺南市,67000110,大內區,4025,10504,
102Y03M,67000,臺南市,67000120,佳里區,19839,59303,
102Y03M,67000,臺南市,67000130,學甲區,9666,27413,
102Y03M,67000,臺南市,67000140,西港區,7947,24980,
102Y03M,67000,臺南市,67000150,七股區,8109,24190,
102Y03M,67000,臺南市,67000160,將軍區,7417,20940,
102Y03M,67000,臺南市,67000170,北門區,4398,12001,
102Y03M,67000,臺南市,67000180,新化區,13985,43915,
102Y03M,67000,臺南市,67000190,善化區,15463,44736,
102Y03M,67000,臺南市,67000200,新市區,11217,35217,
102Y03M,67000,臺南市,67000210,安定區,9584,30286,
102Y03M,67000,臺南市,67000220,山上區,2731,7667,
102Y03M,67000,臺南市,67000230,玉井區,5122,15004,
102Y03M,67000,臺南市,67000240,楠西區,3549,10248,
102Y03M,67000,臺南市,67000250,南化區,2832,8822,
102Y03M,67000,臺南市,67000260,左鎮區,1992,5265,
102Y03M,67000,臺南市,67000270,仁德區,25769,71441,
102Y03M,67000,臺南市,67000280,歸仁區,21377,66797,
102Y03M,67000,臺南市,67000290,關廟區,10823,35265,
102Y03M,67000,臺南市,67000300,龍崎區,1588,4328,
102Y03M,67000,臺南市,67000310,永康區,79057,224966,
102Y03M,67000,臺南市,67000320,東區,71788,192962,
102Y03M,67000,臺南市,67000330,南區,44162,125781,
102Y03M,67000,臺南市,67000340,北區,49130,132156,
102Y03M,67000,臺南市,67000350,安南區,57535,183224,
102Y03M,67000,臺南市,67000360,安平區,24040,64370,
102Y03M,67000,臺南市,67000370,中西區,30697,79032,
102Y06M,67000,臺南市,67000010,新營區,28006,78589,
102Y06M,67000,臺南市,67000020,鹽水區,10034,26565,
102Y06M,67000,臺南市,67000030,白河區,11025,30414,
102Y06M,67000,臺南市,67000040,柳營區,7804,22017,
102Y06M,67000,臺南市,67000050,後壁區,8948,25081,
102Y06M,67000,臺南市,67000060,東山區,8292,22372,
102Y06M,67000,臺南市,67000070,麻豆區,15372,45350,
102Y06M,67000,臺南市,67000080,下營區,9128,25448,
102Y06M,67000,臺南市,67000090,六甲區,7736,23317,
102Y06M,67000,臺南市,67000100,官田區,7741,21827,
102Y06M,67000,臺南市,67000110,大內區,4025,10451,
102Y06M,67000,臺南市,67000120,佳里區,19890,59398,
102Y06M,67000,臺南市,67000130,學甲區,9675,27347,
102Y06M,67000,臺南市,67000140,西港區,7948,24971,
102Y06M,67000,臺南市,67000150,七股區,8113,23989,
102Y06M,67000,臺南市,67000160,將軍區,7417,20885,
102Y06M,67000,臺南市,67000170,北門區,4395,11970,
102Y06M,67000,臺南市,67000180,新化區,14027,43908,
102Y06M,67000,臺南市,67000190,善化區,15492,44775,
102Y06M,67000,臺南市,67000200,新市區,11292,35254,
102Y06M,67000,臺南市,67000210,安定區,9623,30310,
102Y06M,67000,臺南市,67000220,山上區,2730,7640,
102Y06M,67000,臺南市,67000230,玉井區,5132,14959,
102Y06M,67000,臺南市,67000240,楠西區,3549,10227,
102Y06M,67000,臺南市,67000250,南化區,2837,8827,
102Y06M,67000,臺南市,67000260,左鎮區,1991,5239,
102Y06M,67000,臺南市,67000270,仁德區,25953,71747,
102Y06M,67000,臺南市,67000280,歸仁區,21525,67011,
102Y06M,67000,臺南市,67000290,關廟區,10822,35194,
102Y06M,67000,臺南市,67000300,龍崎區,1590,4323,
102Y06M,67000,臺南市,67000310,永康區,79447,225597,
102Y06M,67000,臺南市,67000320,東區,71802,192425,
102Y06M,67000,臺南市,67000330,南區,44198,125639,
102Y06M,67000,臺南市,67000340,北區,49241,132297,
102Y06M,67000,臺南市,67000350,安南區,57952,183842,
102Y06M,67000,臺南市,67000360,安平區,24095,64445,
102Y06M,67000,臺南市,67000370,中西區,30714,78876,
102Y09M,67000,臺南市,67000010,新營區,28175,78479,
102Y09M,67000,臺南市,67000020,鹽水區,10032,26488,
102Y09M,67000,臺南市,67000030,白河區,11005,30291,
102Y09M,67000,臺南市,67000040,柳營區,7802,22013,
102Y09M,67000,臺南市,67000050,後壁區,8951,25002,
102Y09M,67000,臺南市,67000060,東山區,8290,22270,
102Y09M,67000,臺南市,67000070,麻豆區,15404,45264,
102Y09M,67000,臺南市,67000080,下營區,9119,25374,
102Y09M,67000,臺南市,67000090,六甲區,7759,23249,
102Y09M,67000,臺南市,67000100,官田區,7744,21808,
102Y09M,67000,臺南市,67000110,大內區,4028,10451,
102Y09M,67000,臺南市,67000120,佳里區,19985,59334,
102Y09M,67000,臺南市,67000130,學甲區,9683,27274,
102Y09M,67000,臺南市,67000140,西港區,7957,24927,
102Y09M,67000,臺南市,67000150,七股區,8126,23889,
102Y09M,67000,臺南市,67000160,將軍區,7389,20852,
102Y09M,67000,臺南市,67000170,北門區,4397,11915,
102Y09M,67000,臺南市,67000180,新化區,14065,43858,
102Y09M,67000,臺南市,67000190,善化區,15607,44916,
102Y09M,67000,臺南市,67000200,新市區,11353,35314,
102Y09M,67000,臺南市,67000210,安定區,9655,30278,
102Y09M,67000,臺南市,67000220,山上區,2717,7601,
102Y09M,67000,臺南市,67000230,玉井區,5136,14862,
102Y09M,67000,臺南市,67000240,楠西區,3550,10175,
102Y09M,67000,臺南市,67000250,南化區,2841,8857,
102Y09M,67000,臺南市,67000260,左鎮區,1993,5229,
102Y09M,67000,臺南市,67000270,仁德區,26250,72260,
102Y09M,67000,臺南市,67000280,歸仁區,21657,67103,
102Y09M,67000,臺南市,67000290,關廟區,10848,35141,
102Y09M,67000,臺南市,67000300,龍崎區,1588,4337,
102Y09M,67000,臺南市,67000310,永康區,79994,226309,
102Y09M,67000,臺南市,67000320,東區,71959,191790,
102Y09M,67000,臺南市,67000330,南區,44359,125640,
102Y09M,67000,臺南市,67000340,北區,49337,132253,
102Y09M,67000,臺南市,67000350,安南區,58646,184854,
102Y09M,67000,臺南市,67000360,安平區,24248,64584,
102Y09M,67000,臺南市,67000370,中西區,30795,78562,
102Y12M,67000,臺南市,67000010,新營區,28243,78521,
102Y12M,67000,臺南市,67000020,鹽水區,10033,26426,
102Y12M,67000,臺南市,67000030,白河區,10987,30178,
102Y12M,67000,臺南市,67000040,柳營區,7808,21932,
102Y12M,67000,臺南市,67000050,後壁區,8938,24910,
102Y12M,67000,臺南市,67000060,東山區,8292,22195,
102Y12M,67000,臺南市,67000070,麻豆區,15424,45230,
102Y12M,67000,臺南市,67000080,下營區,9118,25333,
102Y12M,67000,臺南市,67000090,六甲區,7748,23151,
102Y12M,67000,臺南市,67000100,官田區,7754,21823,
102Y12M,67000,臺南市,67000110,大內區,4019,10408,
102Y12M,67000,臺南市,67000120,佳里區,20012,59372,
102Y12M,67000,臺南市,67000130,學甲區,9658,27167,
102Y12M,67000,臺南市,67000140,西港區,7948,24914,
102Y12M,67000,臺南市,67000150,七股區,8120,23871,
102Y12M,67000,臺南市,67000160,將軍區,7378,20808,
102Y12M,67000,臺南市,67000170,北門區,4397,11876,
102Y12M,67000,臺南市,67000180,新化區,14069,43836,
102Y12M,67000,臺南市,67000190,善化區,15716,45167,
102Y12M,67000,臺南市,67000200,新市區,11378,35336,
102Y12M,67000,臺南市,67000210,安定區,9653,30215,
102Y12M,67000,臺南市,67000220,山上區,2713,7570,
102Y12M,67000,臺南市,67000230,玉井區,5135,14821,
102Y12M,67000,臺南市,67000240,楠西區,3557,10186,
102Y12M,67000,臺南市,67000250,南化區,2856,8894,
102Y12M,67000,臺南市,67000260,左鎮區,1993,5211,
102Y12M,67000,臺南市,67000270,仁德區,26293,72444,
102Y12M,67000,臺南市,67000280,歸仁區,21714,67101,
102Y12M,67000,臺南市,67000290,關廟區,10843,35105,
102Y12M,67000,臺南市,67000300,龍崎區,1584,4310,
102Y12M,67000,臺南市,67000310,永康區,80151,226875,
102Y12M,67000,臺南市,67000320,東區,71910,191576,
102Y12M,67000,臺南市,67000330,南區,44335,125611,
102Y12M,67000,臺南市,67000340,北區,49366,132336,
102Y12M,67000,臺南市,67000350,安南區,58918,185412,
102Y12M,67000,臺南市,67000360,安平區,24266,64589,
102Y12M,67000,臺南市,67000370,中西區,30804,78498,
103Y03M,67000,臺南市,67000010,新營區,28269,78586,
103Y03M,67000,臺南市,67000020,鹽水區,10020,26387,
103Y03M,67000,臺南市,67000030,白河區,10971,30069,
103Y03M,67000,臺南市,67000040,柳營區,7800,21857,
103Y03M,67000,臺南市,67000050,後壁區,8909,24753,
103Y03M,67000,臺南市,67000060,東山區,8287,22085,
103Y03M,67000,臺南市,67000070,麻豆區,15414,45182,
103Y03M,67000,臺南市,67000080,下營區,9119,25238,
103Y03M,67000,臺南市,67000090,六甲區,7738,23106,
103Y03M,67000,臺南市,67000100,官田區,7751,21766,
103Y03M,67000,臺南市,67000110,大內區,4004,10359,
103Y03M,67000,臺南市,67000120,佳里區,20049,59444,
103Y03M,67000,臺南市,67000130,學甲區,9665,27134,
103Y03M,67000,臺南市,67000140,西港區,7956,24854,
103Y03M,67000,臺南市,67000150,七股區,8112,23775,
103Y03M,67000,臺南市,67000160,將軍區,7363,20713,
103Y03M,67000,臺南市,67000170,北門區,4393,11808,
103Y03M,67000,臺南市,67000180,新化區,14084,43825,
103Y03M,67000,臺南市,67000190,善化區,15824,45367,
103Y03M,67000,臺南市,67000200,新市區,11428,35418,
103Y03M,67000,臺南市,67000210,安定區,9674,30227,
103Y03M,67000,臺南市,67000220,山上區,2706,7555,
103Y03M,67000,臺南市,67000230,玉井區,5136,14739,
103Y03M,67000,臺南市,67000240,楠西區,3547,10147,
103Y03M,67000,臺南市,67000250,南化區,2861,8877,
