           臺南市里鄰編組及調整情形一覽表
 區別   調整後里別       調整前里別         實施日期
南化區    南化里  南化里               107年1月29日
南化區    小崙里  小崙里               107年1月29日
南化區    東和里  東和里               107年1月29日
南化區    西埔里  西埔里               107年1月29日
南化區    中坑里  中坑里               107年1月29日
南化區    北平里  北平里               107年1月29日
南化區    北寮里  北寮里               107年1月29日
南化區    玉山里  玉山里               107年1月29日
南化區    關山里  關山里               107年1月29日




                第 1 頁，共 1 頁

