            臺南市里鄰編組及調整情形一覽表
 區別   調整後里別        調整前里別        實施日期
官田區     南廍里  南廍里              107年1月29日
官田區     隆本里  隆本里              107年1月29日
官田區     大崎里  大崎里              107年1月29日
官田區     隆田里  隆田里              107年1月29日
官田區     官田里  官田里              107年1月29日
官田區     二鎮里  二鎮里              107年1月29日
官田區     社子里  社子里              107年1月29日
官田區     渡拔里  渡頭里、拔林里          107年4月30日
官田區    烏山頭里 湖山里、嘉南里           107年4月30日
官田區    東西庄里 東庄里、西庄里           107年4月30日




                第 1 頁，共 1 頁

