編號,巷道名稱,長度,實際寬度,受影響建築物之詳細地址,行政區,轄區分隊,分區
637,海安路三段53巷,26,4,全,北區,和緯分隊,紅
638,海安路三段41巷,26,4,全,北區,和緯分隊,紅
639,大興街355巷,45,4,全,北區,和緯分隊,紅
640,成功路410巷14號,60,4,全,北區,和緯分隊,紅
641,國華街三段9巷,50,2,6號~30號,中西區,永華分隊,紅
642,國華街三段16巷20巷,50,1.6,1號~40號,中西區,永華分隊,紅
643,海安路2段79巷,60,1.5,6號~52號,中西區,永華分隊,紅
644,海安路2段21巷,40,2.8,5號~27號,中西區,永華分隊,紅
645,正德街,150,2.5,2號~54號,中西區,永華分隊,紅
646,正德街13巷,40,1.3,2號~20號,中西區,永華分隊,紅
647,正德街23巷,40,1.9,1號~11號,中西區,永華分隊,紅
648,正興街116巷,40,1.5,1號~15號,中西區,永華分隊,紅
649,友愛街201巷,40,1.8,1~13號,中西區,永華分隊,紅
650,友愛街309巷,40,1.8,2~20號,中西區,永華分隊,紅
651,友愛街146巷,40,1.6,1~25號,中西區,永華分隊,紅
652,國華街2段153巷,30,1.5,1-10號,中西區,永華分隊,紅
653,中正路217巷,40,1.5,2~20號,中西區,永華分隊,紅
654,保安路125巷,30,1.4,1~17號,中西區,永華分隊,紅
655,府前路2段40巷,60,1.9,1~21號,中西區,永華分隊,紅
656,郡西路61巷,40,1.5,1~15號,中西區,永華分隊,紅
657,保安路185巷,30,2,2~14號,中西區,永華分隊,紅
658,中正路193巷,50,1.7,1~20號,中西區,永華分隊,紅
659,中正路209巷,50,1.7,1~10號,中西區,永華分隊,紅
660,保安路179巷,50,1.7,1~15號,中西區,永華分隊,紅
661,海安路2段22巷,60,1.1,1~21號,中西區,永華分隊,紅
662,正興街61巷,40,1.3,6~24號,中西區,永華分隊,紅
663,正興街77巷,40,1.3,1~13號,中西區,永華分隊,紅
664,忠孝街90巷,40,1.6,1~17號,中西區,永華分隊,紅
665,忠孝路98巷,40,1.6,1~30號,中西區,永華分隊,紅
666,忠孝街78巷,40,1.6,1~37號,中西區,永華分隊,紅
667,忠孝街93巷,100,1.6,1~22號,中西區,永華分隊,紅
668,信義街,,2,1~116號,中西區,永華分隊,紅
669,協和街200巷,80,1.5,1~10號,中西區,永華分隊,紅
670,文賢路110巷,60,2,1~10號,中西區,永華分隊,紅
671,海安路二段296巷,60,2.2,1~40號,中西區,永華分隊,紅
672,民族路3段222巷,60,2,2~36號,中西區,永華分隊,紅
673,文和街9巷,60,1.6,1~23號,中西區,永華分隊,紅
674,國華街三段245巷,40,1.5,1~34號,中西區,永華分隊,紅
675,國華街三段250巷,40,2,1~50號,中西區,永華分隊,紅
676,成功路313巷,40,2,1~37號,中西區,永華分隊,紅
677,慈聖街,80,2,28~87號,中西區,永華分隊,紅
678,普濟街,60,2,50~75號,中西區,永華分隊,紅
679,友愛街331巷,40,1.8,1~20號,中西區,永華分隊,紅
680,友愛街251巷,40,1.8,1~20號,中西區,永華分隊,紅
681,友愛街206巷,40,1.8,1~20號,中西區,永華分隊,紅
682,中正路199巷,50,1.8,1~15號,中西區,永華分隊,紅
683,信義街60巷,60,1.5,3號,中西區,永華分隊,紅
684,神農街,100,3.8,54-147號,中西區,永華分隊,紅
685,普濟街,100,4,1-50號,中西區,永華分隊,紅
686,友愛街310巷,40,2.5,1-13號,中西區,永華分隊,紅
687,大智街29巷,60,1.5,1-19號,中西區,永華分隊,紅
688,環河街2巷,60,1.5,2-10號,中西區,永華分隊,紅
689,大新街7巷,135,3.2,1-31號,中西區,永華分隊,紅
690,友愛街,200,6,132~300號,中西區,永華分隊,黃
691,國華街2段,100,6,158~214號,中西區,永華分隊,黃
692,河中街,200,5,1~59號,中西區,永華分隊,黃
693,忠孝街,100,5,80~118號,中西區,永華分隊,黃
694,忠孝街,80,3,1~49號,中西區,永華分隊,黃
695,臨安路1段33巷,60,5,1~32號,中西區,永華分隊,黃
696,臨安路1段146巷,60,4,1~33號,中西區,永華分隊,黃
697,協和街,300,5,1~231號,中西區,永華分隊,黃
698,信義街108巷,100,6,1~75號,中西區,永華分隊,黃
699,文賢路67巷,40,3,1-18號,中西區,永華分隊,黃
700,武聖路27巷,60,6,1~30號,中西區,永華分隊,黃
701,和善街43巷,80,6,1~30,中西區,永華分隊,黃
702,和善街44巷,80,5,1~20號,中西區,永華分隊,黃
703,永和街,300,5,25~204號,中西區,永華分隊,黃
704,和美街,300,5,1~35號,中西區,永華分隊,黃
705,中和街217巷,100,5,1~16號,中西區,永華分隊,黃
706,臨安路1段267巷,60,5,1~18號,中西區,永華分隊,黃
707,大德街(永華路-建安街),80,4,永華路-建安街,中西區,永華分隊,黃
708,西門路2段307巷,120,4,1-32號,中西區,永華分隊,藍
709,宮後街,120,4,1-20號,中西區,永華分隊,藍
710,府前2街,400,3,"41~147號,2-102號",中西區,永華分隊,藍
711,永華1街148巷,130,3.6,1-50號,中西區,永華分隊,藍
712,永華1街44巷,85,5.5,1-37號,中西區,永華分隊,藍
713,裕民街,160,2.4,1號~85號.2號~104號,北區,公園,紅
714,裕民街51巷,40,1.3,1號~11號.2號~8號,北區,公園,紅
715,裕民街69巷,72,1,1號~19號.2號~8號,北區,公園,紅
716,裕民街72巷,40,1.9,1號~9號.2號~12號,北區,公園,紅
717,裕民街83巷,28,1.3,1號~7號.2號~6號,北區,公園,紅
718,裕民街84巷,40,1.7,1號~9號.2號~10號,北區,公園,紅
719,裕民街94巷,40,1,1號~15號.2號~22號,北區,公園,紅
720,正覺街44巷3弄,60,2,1號~15號,北區,公園,紅
721,正覺街66巷,112,2,1號~29號.2號~26號,北區,公園,紅
722,正覺街102巷,432,3,1號~11號.2號~110號,北區,公園,紅
723,勝利路206巷,232,3,21號~85號.18號~66號,北區,公園,紅
724,勝利路467巷5弄,92,2.5,1號~15號.2號~30號,北區,公園,紅
725,自強街,472,2,1號~119號.2號~114號,北區,公園,紅
726,自強街146巷,36,1.9,1號~9號.2號~8號,北區,公園,紅
727,北華街170巷,176,2.85,1號~45號.2號~6號,北區,公園,紅
728,北華街202巷,42,3,1號~9號.2號~16號,北區,公園,紅
729,北華街250巷,12,1.35,2號~6號,北區,公園,紅
730,北華街309巷,44,3,1號~11號.2號~10號,北區,公園,紅
731,長北街58巷,48,2.85,1號~11號.2號~12號,北區,公園,紅
732,長北街74巷,36,2,2號~18號,北區,公園,紅
733,長北街152巷20弄,128,1,1號~33號.2號~30號,北區,公園,紅
734,長北街194巷,64,1.5,1號~19號.2號~12號,北區,公園,紅
735,長北街210巷,64,3,1號~17號.2號~16號,北區,公園,紅
736,成功路22巷18弄,284,2,1號~45號.2號~96號,北區,公園,紅
737,成功路40巷,44,2.5,19號~29號.22號~30號,北區,公園,紅
738,成功路88巷,28,1.2,1號~13號,北區,公園,紅
739,成功路220巷,8,1.3,1號~3號,北區,公園,紅
740,崇安街,516,2.95,1號~129號.2號~128號,北區,公園,紅
741,崇安街41巷,40,1.6,1號~9號.2號~10號,北區,公園,紅
742,崇安街61巷,40,1.8,2號~20號,北區,公園,紅
743,公園北路78巷,364,3,1號~101號.2號~80號,北區,公園,紅
744,公園北路88巷,288,3,1號~63號.2號~80號,北區,公園,紅
745,公園北路116巷4弄,24,2.5,1號~11號,北區,公園,紅
746,公園北路136巷,28,3,1號~5號.2號~8號,北區,公園,紅
747,長榮路五段117巷,24,1.5,2號~12號,北區,公園,紅
748,長榮路五段199巷,80,3.5,1號~25號.2號~14號,北區,公園,紅
749,長榮路五段378巷,44,1.5,1號~11號.2號~10號,北區,公園,紅
750,長榮路五段383巷,88,1,1號~43號,北區,公園,紅
751,長榮路五段401巷,524,1.5,1號~159號.2號~102號,北區,公園,紅
752,大武街133巷,60,1,2號~30號,北區,公園,紅
753,大武街141巷,128,1,1號~33號.2號~30號,北區,公園,紅
754,旭日街143巷,68,2.5,1號~11號.2號~22號,北區,公園,紅
755,精忠街25巷,140,2,1號~35號.2號~34號,北區,公園,紅
756,精忠街103巷,280,2,1號~39號.2號~98號,北區,公園,紅
757,北門路二段15巷,16,1,7號~13號,北區,公園,紅
758,北門路二段91巷,52,2,1號~17號.2號~8號,北區,公園,紅
759,北門路二段191巷,20,1,1號~5號.2號~4號,北區,公園,紅
760,北門路二段217巷,104,1,1號~19號.2號~32號,北區,公園,紅
761,北門路二段231巷,32,1,1號~7號.2號~8號,北區,公園,紅
762,北門路二段237巷,136,2,1號~45號.2號~62號,北區,公園,紅
763,北門路二段247巷,96,2,1號~21號.2號~26號,北區,公園,紅
764,北門路二段263巷,64,1.5,1號~15號.2號~16號,北區,公園,紅
765,北門路二段291巷,92,1.5,1號~21號.2號~24號,北區,公園,紅
766,北門路二段344巷,12,2,17號~21號,北區,公園,紅
767,北門路二段366巷,12,2,1號~5號,北區,公園,紅
768,北園街53巷,92,1.5,1號~9號.2號~36號,北區,公園,紅
769,北園街87巷,84,2,1號~19號.2號~22號,北區,公園,紅
770,北園街122巷,100,3,1號~25號.2號~24號,北區,公園,紅
771,北園街124巷9弄,96,3,1號~19號.2號~28號,北區,公園,紅
772,北園街128巷,116,2,1號~27號.2號~30號,北區,公園,紅
773,南園街14巷,48,2,1號~13號.2號~10號,北區,公園,紅
774,南園街28巷,64,3,1號~17號.2號~14號,北區,公園,紅
775,南園街42巷,76,3,1號~13號.2號~24號,北區,公園,紅
776,南園街75巷,284,3,1號~67號.2號~74號,北區,公園,紅
777,長榮路四段76巷,172,3.5,1號~43號.2號~42號,北區,公園,紅
778,長榮路四段84巷,112,3.5,1號~29號.2號~26號,北區,公園,紅
779,長榮路四段98巷,112,3,1號~27號.2號~28號,北區,公園,紅
780,長榮路四段183巷,204,3,1號~27號.2號~74號,北區,公園,紅
781,東豐路67巷,64,2,1號~15號.2號~16號,北區,公園,紅
782,東豐路85巷,92,2,1號~13號.2號~34號,北區,公園,紅
783,東豐路133巷,204,3,1號~35號.2號~66號,北區,公園,紅
784,東豐路143巷,260,1.5,1號~45號.2號~84號,北區,公園,紅
785,東豐路227巷24弄,136,3,1號~15號.2號~52號,北區,公園,紅
786,東豐路559巷,36,1,1號~13號.2號~4號,北區,公園,紅
787,公園南路7巷,20,1,1號~3號.4號~8號,北區,公園,紅
788,公園南路23巷,28,1.5,1號~5號.2號~8號,北區,公園,紅
789,公園南路96巷,40,2.1,1號~11號.2號~8號,北區,公園,紅
790,公園南路121巷,32,2,1號~7號.2號~8號,北區,公園,紅
791,公園南路131巷,80,2,1號~17號.2號~22號,北區,公園,紅
792,公園南路152巷,128,3.25,1號~25號.2號~38號,北區,公園,紅
793,公園南路222巷,112,3.5,1號~25號.2號~30號,北區,公園,紅
794,公園南路233巷,232,3.5,1號~49號.2號~66號,北區,公園,紅
795,開元路63巷7弄,136,2,2號~68號,北區,公園,紅
796,開元路68巷3弄,36,2,1號~17號,北區,公園,紅
797,開元路73巷54弄,88,2,1號~21號.2號~22號,北區,公園,紅
798,開元路90巷,40,2,83號~97號.46號~48號,北區,公園,紅
799,開元路148巷,216,2,1號~19號.38號~144號,北區,公園,紅
800,開元路166巷,28,2,1號~13號,北區,公園,紅
801,開元路342巷,148,2,1號~35號.2號~38號,北區,公園,紅
802,開元路394巷,400,3,1號~151號.2號~48號,北區,公園,紅
803,公園路239巷,44,1.5,1號~9號.2號~12號,北區,公園,紅
804,公園路295巷,24,1.5,48號~58號,北區,公園,紅
805,公園路487巷,128,1,1號~33號.2號~30號,北區,公園,紅
806,公園路516巷,140,1,1號~21號.2號~48號,北區,公園,紅
807,公園路663巷,40,3,2號~20號,北區,公園,紅
808,公園路634巷9弄,80,1.5,1號~17號.2號~22號,北區,公園,紅
809,公園路681巷6弄,116,2,1號~21號.2號~36號,北區,公園,紅
810,公園路746巷,176,3,1號~41號.2號~46號,北區,公園,紅
811,公園路758巷,120,2,1號~59號,北區,公園,紅
812,公園路772巷,96,2,43號~61號.48號~74號,北區,公園,紅
813,公園路788巷,246,2,1號~69號.2號~52號,北區,公園,紅
814,公園路820巷,124,2,1號~25號.2號~36號,北區,公園,紅
815,忠義路三段39巷,92,1,1號~31號.2號~14號,北區,公園,紅
816,西門路四段16巷39弄,160,3,1號~19號.2號~60號,北區,公園,紅
817,北忠街16巷,172,2,1號~43號.2號~42號,北區,公園,紅
818,小東路189巷,96,2,1號~47號,北區,公園,紅
819,前鋒路290巷,64,2,1號~11號.2號~20號,北區,公園,紅
820,公園路862巷,40,4,2號~20號,北區,公園,黃
821,公園路892巷,142,4,1號~39號.2號~36號,北區,公園,黃
822,開元路66巷,140,4,1號~35號.2號~34號,北區,公園,黃
823,開元路68巷,136,4,1號~11號.2號~56號,北區,公園,黃
824,開元路73巷41弄,24,4,1號~12號,北區,公園,黃
825,開元路342巷,76,4,1號~23號.2號~14號,北區,公園,黃
826,南園街49巷,280,4,1號~67號.2號~72號,北區,公園,黃
827,南園街96巷,116,4,1號~29號.2號~26號,北區,公園,黃
828,南園街106巷,32,4,2號~16號,北區,公園,黃
829,南園街127巷17弄,248,4,1號~77號.2號~46號,北區,公園,黃
830,長榮路四段102巷,76,4,1號~13號.2號~22號,北區,公園,黃
831,長榮路四段105巷,80,4,1號~15號.2號~24號,北區,公園,黃
832,長榮路四段114巷,64,4,1號~15號.2號~16號,北區,公園,黃
833,長榮路五段187巷,140,4,1號~27號.2號~42號,北區,公園,黃
834,開南街143巷28弄,152,4,1號~37號.2號~38號,北區,公園,黃
835,開南街165巷6弄,48,4,1號~17號.2號~6號,北區,公園,黃
836,東豐路227巷,132,4,1號~33號.2號~32號,北區,公園,黃
837,東豐路451巷1弄,80,4,7號~11號.2號~34號,北區,公園,黃
838,勝利路262巷,48,4,1號~15號.2號~8號,北區,公園,黃
839,勝利路276巷,40,4,1號~5號.2號~14號,北區,公園,黃
840,勝利路467巷,68,4,1號~25號.2號~8號,北區,公園,黃
841,成功路68巷,192,4,1號~65號.2號~30號,北區,公園,黃
842,佑民街,236,4,1號~71號.2號~46號,北區,公園,黃
843,小北路27巷,10,6,15號,北區,公園,藍
844,大安街103巷,90,3.8,1~13.2~14,安南區,安南分隊,紅
845,大安街110巷,180,3.8,1~25.2~24,安南區,安南分隊,紅
846,大安街117巷,50,3.8,1~11,安南區,安南分隊,紅
847,大安街124巷,180,3.8,1~23.2~24,安南區,安南分隊,紅
848,大安街173巷,80,3.8,1~11.2~12,安南區,安南分隊,紅
849,大安街180巷,130,3.3,1~25.16~26,安南區,安南分隊,紅
850,大安街257巷,110,4.3,1~15.2~14,安南區,安南分隊,紅
851,大安街264巷,100,3.8,1~25,安南區,安南分隊,紅
852,大安街59巷,80,2.9,1~11.2~10,安南區,安南分隊,紅
853,大安街75巷,80,3.7,1~9.2~14,安南區,安南分隊,紅
854,大安街82巷,220,3,1~25.2~28,安南區,安南分隊,紅
855,大安街89巷,120,3.8,1~15.2~16,安南區,安南分隊,紅
856,大安街96巷,180,3.8,1~21.2~24,安南區,安南分隊,紅
857,公學路4段234巷,300,3.1,1~61.2~64,安南區,安南分隊,紅
858,本原街一段97巷,350,3.1,80戶,安南區,安南分隊,紅
859,本原街二段132巷,140,2.5以下,20戶,安南區,安南分隊,紅
860,本原街三段134巷,300,3.3,61戶,安南區,安南分隊,紅
861,本原街三段136巷,280,3.1,39戶,安南區,安南分隊,紅
862,本原街三段169巷26弄,80,3.4,12戶,安南區,安南分隊,紅
863,本原街三段234巷,100,3.5,7.9.11.13.15.17.19.21.33.41.45.36.38.40,安南區,安南分隊,紅
864,本原街三段258巷,60,3.8,12.16.22.24.42.48.50.52,安南區,安南分隊,紅
865,本原街三段321巷,350,2.9,2~66.1~79,安南區,安南分隊,紅
866,安中路二段336巷,50,2.8,5戶,安南區,安南分隊,紅
867,安中路三段19巷,50,3.15,7戶,安南區,安南分隊,紅
868,安中路三段1巷,60,2.5以下,8戶,安南區,安南分隊,紅
869,安中路三段400巷,100,2.5以下,17,安南區,安南分隊,紅
870,安中路三段407巷,70,2.5以下,10戶,安南區,安南分隊,紅
871,安中路四段4巷,400,2.5以下,84戶,安南區,安南分隊,紅
872,安中路四段290巷,130,3.45,18戶,安南區,安南分隊,紅
873,安富街199巷,70,2.5以下,2~10.1~9,安南區,安南分隊,紅
874,府安路5段11巷,250,3.2,1~25.2~24.36~50.100~112,安南區,安南分隊,紅
875,府安路5段205巷,50,3.4,1.2.3.4.5.54,安南區,安南分隊,紅
876,府安路5段267巷,140,2.9,1~41,安南區,安南分隊,紅
877,府安路6段103巷,130,3.5,18~32.17~35,安南區,安南分隊,紅
878,怡安路2段545巷,70,3.6,2~20,安南區,安南分隊,紅
879,怡安路2段59巷,80,3.7,1~23,安南區,安南分隊,紅
880,長溪路三段373巷51弄,150,2.7,2~42,安南區,安南分隊,紅
881,長溪路三段405巷,100,3.7,1~17.2~10,安南區,安南分隊,紅
882,海中街101巷,230,2.5以下,35戶,安南區,安南分隊,紅
883,海中街121巷,120,2.9,17戶,安南區,安南分隊,紅
884,海中街23巷,180,3.1,26戶,安南區,安南分隊,紅
885,海中街51巷,100,3.7,15戶,安南區,安南分隊,紅
886,海中街54巷,120,2.5以下,9~31.16.20~36,安南區,安南分隊,紅
887,海中街77巷45弄,130,3,13~23.10~18.70.72.76~82.86.88,安南區,安南分隊,紅
888,海佃路二段265巷58弄,80,3.8,2.4.5.9~25,安南區,安南分隊,紅
889,海佃路四段413巷,50,2.8,5.411,安南區,安南分隊,紅
890,海佃路四段388巷,50,2.5以下,7.9,安南區,安南分隊,紅
891,海佃路四段55巷152弄,50,2.9,3.11,安南區,安南分隊,紅
892,海環街256巷,150,2.9,22戶,安南區,安南分隊,紅
893,海環街320巷,60,2.5以下,6~12.15.17,安南區,安南分隊,紅
894,海環街32巷37弄38號前,200,2.5以下,2~38.21~35,安南區,安南分隊,紅
895,郡安路5段184巷24弄,350,3,70戶,安南區,安南分隊,紅
896,郡安路5段164巷9弄,150,3.2,6~28.1~27,安南區,安南分隊,紅
897,郡安路5段31巷,50,3.1,5.7.9.11.13.15,安南區,安南分隊,紅
898,國安街155巷62弄,120,3.3,1~17.2~18,安南區,安南分隊,紅
899,國安街156巷,110,3.5,6.1~29,安南區,安南分隊,紅
900,國安街56巷,200,3.1,1~43.2~32,安南區,安南分隊,紅
901,國安街9巷,90,2.9,2~18.1.3.9.13,安南區,安南分隊,紅
902,大安街194巷,70,7,1.2.8.18.19.20.26.29.34,安南區,安南分隊,黃
903,大安街201巷,50,4.8,2.1,安南區,安南分隊,黃
904,大安街222巷,50,4,11.14,安南區,安南分隊,黃
905,大安街264巷,50,4.8,1.3.7.11.17,安南區,安南分隊,黃
906,大安街285巷,50,4.7,1.3.5,安南區,安南分隊,黃
907,府安路五段230巷,50,4.4,18.36.38.62.64.66.76,安南區,安南分隊,黃
908,府安路五段267巷,50,4.2,1.9.15.19.27.29.35,安南區,安南分隊,黃
909,府安路五段27巷,50,4.6,8.12.14,安南區,安南分隊,黃
910,府安路五段35巷,50,4.7,14.11.13.19,安南區,安南分隊,黃
911,府安路五段44巷,50,4.7,6.22.25.33,安南區,安南分隊,黃
912,府安路六段37巷,70,4.1,5.11.18.22.24.37.38.39.40,安南區,安南分隊,黃
913,府安路六段71巷,50,3.8,1.27.31.36.39,安南區,安南分隊,黃
914,府安路六段94巷,50,3.8,1.16.37,安南區,安南分隊,黃
915,海佃路一段227巷,80,4.7,4.9.12.18.20.29.31.44.46.47.54,安南區,安南分隊,黃
916,海佃路一段284巷,70,4.4,11.15.17.30.35.37.41.50,安南區,安南分隊,黃
917,海佃路一段320巷,50,4.1,1.4.28.39,安南區,安南分隊,黃
918,海佃路一段400巷,50,4.7,1.3.14.39.40.48.59,安南區,安南分隊,黃
919,安平路680巷,80,2.6,1-11號.2-8號,安平區,安平分隊,紅
920,觀音街,130,2.4,1-43號.2-90號,安平區,安平分隊,紅
921,效忠街,150,1.7,17-43號.28-52號,安平區,安平分隊,紅
922,中興街,200,1.6,5-63號.8-90號,安平區,安平分隊,紅
923,安平路686巷,80,1.5,1-9號,安平區,安平分隊,紅
924,安平路724巷,30,1.5,一棟公寓（無尾巷）,安平區,安平分隊,紅
925,安平路51巷,50,1.8,1-5號.2-16號,安平區,安平分隊,紅
926,安平路89巷,20,1,1.2號,安平區,安平分隊,紅
927,安平路75巷,60,1.5,2-18號,安平區,安平分隊,紅
928,安平路121巷,80,2.9,1-3號.2-6號,安平區,安平分隊,紅
929,安北路131巷,100,2.2,1-7號.2-10號,安平區,安平分隊,紅
930,安北路121巷,80,2.2,1-9號.2-10號,安平區,安平分隊,紅
931,同平路96巷,110,3,1-53號.2-44號,安平區,安平分隊,紅
932,同平路108巷,110,3.4,1-7號.2-32號,安平區,安平分隊,紅
933,同平路148巷,30,2.5,1-3號.2-4號（無尾巷）,安平區,安平分隊,紅
934,同平路156巷,150,3.9,1-47號.2-48號,安平區,安平分隊,紅
935,同平路184巷,80,2.5,1-5號.2-6號（無尾巷）,安平區,安平分隊,紅
936,國勝路7巷,130,2.2,1-17號.2-20號,安平區,安平分隊,紅
937,運河路52巷,180,2,1-7號.2-6號,安平區,安平分隊,紅
938,運河路13巷,100,2,1-29號.2-16號,安平區,安平分隊,紅
939,運河路23巷,30,1.8,1-29號.2-18號,安平區,安平分隊,紅
940,安平路169巷,20,1.5,1-5號.2-12號,安平區,安平分隊,紅
941,古堡街81巷,80,2,1-13號.2-6號（無尾巷）,安平區,安平分隊,紅
942,古堡街76巷,70,2,1-13號.2-8號（無尾巷）,安平區,安平分隊,紅
943,古堡街72巷,60,2,1-3號.2-6號（無尾巷）,安平區,安平分隊,紅
944,國勝路125巷,20,2,1-5號.2-6號,安平區,安平分隊,紅
945,漁光路89巷,350,2.5,1-69號.2-70號,安平區,安平分隊,紅
946,安平路98巷,90,3.6,1-19號.2-20號,安平區,安平分隊,黃
947,安北路103巷,40,3.5,7弄內住戶,安平區,安平分隊,黃
948,安平路80巷,80,4.5,1-79號.2-24號,安平區,安平分隊,黃
949,安平路336巷,80,4.1,1-9號.2-12號,安平區,安平分隊,黃
950,安北路35巷,20,4.3,1-5號.2-6號,安平區,安平分隊,黃
951,安北路86巷,40,4.5,1-29號.2-30號（二棟公寓）,安平區,安平分隊,黃
952,安北路100巷,200,4.7,1-7號（無尾巷）,安平區,安平分隊,黃
953,安北路146巷,40,4.2,1-7號.2-16號（無尾巷）,安平區,安平分隊,黃
954,安北路152巷,50,5,1-11號.2-14號（無尾巷）,安平區,安平分隊,黃
955,安北路370巷,150,4.7,1-35號,安平區,安平分隊,黃
956,安北路426巷,100,4,1-31號.2-30號（無尾巷）,安平區,安平分隊,黃
957,安北路416巷,120,4.3,1-59號.2-60號,安平區,安平分隊,黃
958,安北路452巷,50,5,2-88號（無尾巷）,安平區,安平分隊,黃
959,古堡街90巷,130,4.4,1-33號.2-32號,安平區,安平分隊,黃
960,古堡街118巷,110,4,1-25號,安平區,安平分隊,黃
961,古堡街122巷,120,4,1-7號.2-40號,安平區,安平分隊,黃
962,安平路696巷,80,4.1,1-19號.2-24號,安平區,安平分隊,黃
963,安平路33巷,50,4.5,1-5號.2-10號,安平區,安平分隊,黃
964,延平街,120,4,1-107號.2-140號（攤販商家）,安平區,安平分隊,黃
965,安平路426巷,90,13,觀世紀大樓,安平區,安平分隊,藍
966,育平五街68號,130,20,儷景富邑大樓,安平區,安平分隊,藍
967,育平五街6號,100,22,長谷劃時代大樓,安平區,安平分隊,藍
968,育平四街22號,140,18,地中海大樓,安平區,安平分隊,藍
969,健康三街107巷21號　,110,20,星光水悅大樓,安平區,安平分隊,藍
970,永華八街193巷18號,70,6,府城巨星大樓,安平區,安平分隊,藍
971,建平八街450巷1號,60,9,川普大地大樓,安平區,安平分隊,藍
972,建平八街551號,80,26,府城新象大樓,安平區,安平分隊,藍
973,建平八街76號,50,14,陽光歌德大樓,安平區,安平分隊,藍
974,永華五街93號,200,7,貴族天下大樓,安平區,安平分隊,藍
975,育平五街70號,80,29,荷蘭首府大樓,安平區,安平分隊,藍
976,育平五街77號,80,14,海景富邑大樓,安平區,安平分隊,藍
977,健康三街592巷55號,100,24,都會假期大樓,安平區,安平分隊,藍
978,育平九街192巷71號,150,8,河邊春夢大樓,安平區,安平分隊,藍
979,建平十七街231號,600,17,至尊天下大樓,安平區,安平分隊,藍
980,永華三街333號,20,12,府都通商大樓,安平區,安平分隊,藍
981,光州二街142號,100,6,南總大樓,安平區,安平分隊,藍
982,光州二街146號,80,7,親愛寶貝大樓,安平區,安平分隊,藍
983,建平七街677號,100,12,富貴龍門大樓,安平區,安平分隊,藍
984,府平路386巷49號,180,15,力漢念真情大樓後門,安平區,安平分隊,藍
985,府安路4段24巷　,126,3.5,雙號23棟、單號23棟,安南區,安和分隊,紅
986,府安路4段34巷　,114,3.5,雙號18棟、單號18棟,安南區,安和分隊,紅
987,府安路4段91巷8弄　,180,3,雙號26棟、單號20棟,安南區,安和分隊,紅
988,府安路4段91巷18弄　,110,3,雙號9棟、單號13棟,安南區,安和分隊,紅
989,府安路4段91巷22弄　,250,3,雙號40棟、單號36棟,安南區,安和分隊,紅
990,惠安街51巷　,160,3.5,雙號32棟、單號40棟,安南區,安和分隊,紅
991,惠安街145巷　,280,3.8,雙號32棟、單號32棟,安南區,安和分隊,紅
992,惠安街151巷　,280,3.8,雙號32棟、單號32棟,安南區,安和分隊,紅
993,惠安街161巷　,280,3.5,單號32棟,安南區,安和分隊,紅
994,安中路1段113巷　,105,3,雙號20棟、單號3棟,安南區,安和分隊,紅
995,怡安路1段291巷　,105,2.5,雙號6棟、單號4棟,安南區,安和分隊,紅
996,怡安路1段446巷　,90,2.2,雙號15棟、單號3棟,安南區,安和分隊,紅
997,怡安路1段447巷　,140,2,雙號10棟、單號5棟,安南區,安和分隊,紅
998,安和路1段96巷32弄　,120,3.8,雙號20棟、單號16棟,安南區,安和分隊,紅
999,安和路1段220巷61弄　,150,3,雙號9樓、單號5棟,安南區,安和分隊,紅
1000,安和路1段288巷15弄　,120,2.5,雙號4棟、單號8棟,安南區,安和分隊,紅
1001,安和路1段288巷109弄　,115,3,288巷109弄單號5棟,安南區,安和分隊,紅
1002,安和路1段101巷　,160,3.8,安和路1段101巷雙號21棟,安南區,安和分隊,紅
1003,安和路1段123巷　,160,3,安和路1段123巷單號16棟,安南區,安和分隊,紅
1004,安和路1段215巷　,160,3.4,巷雙號14棟、單號9棟,安南區,安和分隊,紅
1005,安和路1段263巷　,230,2,雙號15棟、單號5棟,安南區,安和分隊,紅
1006,安和路1段285巷　,200,2.4,雙號19棟、單號13棟,安南區,安和分隊,紅
1007,安和路1段321巷　,135,2.3,雙號27棟、單號19棟,安南區,安和分隊,紅
1008,安和路1段459巷　,100,3.2,雙號17棟、單號7棟,安南區,安和分隊,紅
1009,安和路4段101巷　,120,2.4,雙號10棟、單號5棟,安南區,安和分隊,紅
1010,安和路5段81巷64弄　,120,2,64弄雙號8棟、單號4棟,安南區,安和分隊,紅
1011,安和路5段171巷47弄　,175,3,47弄雙號11棟、單號11棟,安南區,安和分隊,紅
1012,安和路5段171巷92弄　,140,2.8,92弄雙號5棟、單號7棟,安南區,安和分隊,紅
1013,安和路5段171巷181弄　,95,2.4,安和路5段171巷181弄單號6棟,安南區,安和分隊,紅
1014,安和路5段171巷191弄　,95,2.4,安和路5段171巷191弄單號7棟,安南區,安和分隊,紅
1015,長溪路1段159巷21弄　,100,3.5,雙號17棟、單號16棟,安南區,安和分隊,紅
1016,長溪路1段168巷10弄　,95,2.5,雙號1棟、單號6棟,安南區,安和分隊,紅
1017,長溪路1段168巷166弄　,95,2.5,單號4棟,安南區,安和分隊,紅
1018,長溪路1段342巷38弄　,95,3.5,雙號15棟、單號14棟,安南區,安和分隊,紅
1019,長溪路1段476巷　,142,3.5,雙號17棟、單號14棟,安南區,安和分隊,紅
