編號,巷道名稱,長度,"實際
寬度",受影響建築物之詳細地址,行政區,轄區分隊,分區
1343,喜樹路222巷29弄,160,1.8,單號：1-21號.雙號：2-22號,南區,灣裡分隊,紅
1344,喜樹路222巷37弄,80,1.4,1-25號(單號),南區,灣裡分隊,紅
1345,喜樹路252巷,90,3.4,單號：1-43號.雙號：2-16號,南區,灣裡分隊,紅
1346,喜樹路252巷27弄,60,1.6,1-10號,南區,灣裡分隊,紅
1347,喜樹路254巷,210,3.3,1-52號,南區,灣裡分隊,紅
1348,喜樹路270巷,210,2.5,單號：1-23號.雙號：2-50號,南區,灣裡分隊,紅
1349,喜樹路288巷,100,1.3,單號：1-63號.雙號：2-76號,南區,灣裡分隊,紅
1350,喜樹路302巷,190,4,單號：1-49號.雙號：2-50號,南區,灣裡分隊,紅
1351,喜樹路316巷,50,2.4,單號：1-7號.雙號：2-40號,南區,灣裡分隊,紅
1352,明興路861巷,70,3.5,24-30號(雙號),南區,灣裡分隊,紅
1353,明興路1231巷,50,3,1-7號(單號),南區,灣裡分隊,紅
1354,明興路1129巷1弄,60,3,明興路1129巷1弄1-11.2-20,南區,灣裡分隊,紅
1355,明興路1013巷,50,2.5,明興路1013巷,南區,灣裡分隊,紅
1356,灣裡路72巷,90,3.6,單號：3-17號.雙號：14-24號,南區,灣裡分隊,紅
1357,灣裡路88巷至省躬一街口,130,3.8,單號：5-15號.雙號：14-24號,南區,灣裡分隊,紅
1358,灣裡路88巷3弄,220,3,單號：1-55號.雙號：14-24號,南區,灣裡分隊,紅
1359,灣裡路88巷139弄,50,2.9,單號：9-13號.雙號：2-20號,南區,灣裡分隊,紅
1360,灣裡路114巷,50,1.6,單號：1-9號.雙號：2-8號,南區,灣裡分隊,紅
1361,灣裡路136巷,60,1.5,單號：1-15號.雙號：12-20號,南區,灣裡分隊,紅
1362,灣裡路148巷,50,1.5,單號：3-11號.雙號：2-20號,南區,灣裡分隊,紅
1363,灣裡路152巷,50,1.5,1-8號,南區,灣裡分隊,紅
1364,灣裡路162巷,60,2.6,單號：1-23號.雙號：2-24號,南區,灣裡分隊,紅
1365,灣裡路186巷,60,2.2,單號：1-9號.雙號：2-24號,南區,灣裡分隊,紅
1366,灣裡路196巷,100,2.2,單號：7-13號.雙號：2-12號,南區,灣裡分隊,紅
1367,灣裡路206巷,100,1.6,單號：1-39號.雙號：2-8號,南區,灣裡分隊,紅
1368,灣裡路218巷,70,2.1,單號：1-9號.雙號：2-12號,南區,灣裡分隊,紅
1369,灣裡路238巷,90,1.5,4-18號(雙號),南區,灣裡分隊,紅
1370,灣裡路246巷,90,2.5,單號：3-15號.雙號：6-18號,南區,灣裡分隊,紅
1371,灣裡路282巷124弄,100,3,1-11號(單號),南區,灣裡分隊,紅
1372,灣裡路282巷36弄,110,3.2,5-59號8之1-22號,南區,灣裡分隊,紅
1373,灣裡路282巷68弄,100,2.8,單號：3之1-23號.雙號：2-54號,南區,灣裡分隊,紅
1374,灣裡路282巷88弄,90,2.2,3-11號10-24號9-15號,南區,灣裡分隊,紅
1375,灣裡路282巷30弄,60,2,6之1-14號,南區,灣裡分隊,紅
1376,灣裡路324巷,60,1.6,單號：1-19號.雙號：22-28號,南區,灣裡分隊,紅
1377,灣裡路348巷,60,1.5,單號：3-21號.雙號：6-22號,南區,灣裡分隊,紅
1378,灣裡路372巷,90,1.5,單號：7-49號.雙號：6-24號,南區,灣裡分隊,紅
1379,灣裡路400巷,160,2.8,單號：9-45號.雙號：4-44號,南區,灣裡分隊,紅
1380,灣裡路400巷11弄,70,2.5,2之10號-48號(雙號),南區,灣裡分隊,紅
1381,灣裡路448巷,190,2.2,1-18號,南區,灣裡分隊,紅
1382,興南街86巷,170,2.6,單號：11-31號.雙號：4-40號,南區,灣裡分隊,紅
1383,興南街92巷,80,1.5,3-29號(單號),南區,灣裡分隊,紅
1384,興南街124巷,100,3.2,單號：1-15號.雙號：10-38號,南區,灣裡分隊,紅
1385,灣裡路88巷52弄,90,2,單號：7-19號.雙號：2-32號,南區,灣裡分隊,紅
1386,灣裡路88巷,130,3.6,207-215號(單號),南區,灣裡分隊,紅
1387,灣裡路476巷,50,2,2-8號(雙號),南區,灣裡分隊,紅
1388,灣裡路496巷,70,1.2,單號：1-9號.雙號：6-10號,南區,灣裡分隊,紅
1389,灣裡路506巷,80,1.5,單號：1-17號.雙號：6-10號,南區,灣裡分隊,紅
1390,灣裡路516巷,90,1.8,單號：1-11號.雙號：6-12號,南區,灣裡分隊,紅
1391,灣裡路301巷,140,1.8,單號：1-15號.雙號：2-26號,南區,灣裡分隊,紅
1392,灣裡路282巷117弄,40,1.8,1-11號(單號),南區,灣裡分隊,紅
1393,灣裡路451巷,200,3.4,單號：3-11號雙號：6之1-24號,南區,灣裡分隊,紅
1394,省躬一街2巷,80,2.5,單號：1-35號.雙號：2-22號,南區,灣裡分隊,紅
1395,省躬一街32巷,60,2.7,單號：1-7號.雙號：2-18號,南區,灣裡分隊,紅
1396,灣裡路227巷,80,1.5,單號：1-19號.雙號：2-8號,南區,灣裡分隊,紅
1397,灣裡路235巷,170,2.3,單號：1-19號.雙號：2-32號,南區,灣裡分隊,紅
1398,灣裡路88巷93弄,320,3,單號：7-59號.雙號：10-94號,南區,灣裡分隊,紅
1399,灣裡路263巷2弄,80,2,單號：1-9號.雙號：4-10號,南區,灣裡分隊,紅
1400,灣裡路282巷,500,3.6,單號：1-27號.雙號：6-20號,南區,灣裡分隊,紅
1401,灣裡路263巷12弄,100,2,單號：1-11號.雙號：4-14號,南區,灣裡分隊,紅
1402,灣裡路211巷70弄,100,2,單號：1-25號.雙號：2-26號,南區,灣裡分隊,紅
1403,灣裡路263巷49弄,40,2,2-16號(雙號),南區,灣裡分隊,紅
1404,灣裡路263巷34弄,80,2,單號：1-19號.雙號：2-8號,南區,灣裡分隊,紅
1405,灣裡路263巷52弄,150,2.5,單號：1之1-53號雙號：6-10號,南區,灣裡分隊,紅
1406,灣裡路263巷61弄,140,2.5,單號：3-11之2號.雙號：2之1-14號,南區,灣裡分隊,紅
1407,灣裡路263巷67弄,230,3,單號：1-1至53號.雙號：8-46號,南區,灣裡分隊,紅
1408,明興路1398巷,80,2.9,單號：1-5號.雙號：2-8號,南區,灣裡分隊,紅
1409,灣裡路282巷91弄,90,1.2,單號：1-11號.雙號：6-22號,南區,灣裡分隊,紅
1410,灣裡路263巷73弄,210,2,單號：1-27號.雙號：2-26號,南區,灣裡分隊,紅
1411,灣裡路263巷95弄,40,2,2-6號(雙號),南區,灣裡分隊,紅
1412,興南街2巷,120,2,單號：5-13號.雙號：2-14號,南區,灣裡分隊,紅
1413,灣裡路333巷口,110,2.1,單號：1-19號.雙號：2-16號,南區,灣裡分隊,紅
1414,灣裡路333巷4弄,50,2.3,單號：1-7號雙號：2-10之2號,南區,灣裡分隊,紅
1415,灣裡路351巷,290,3.7,單號：7-13號.雙號：8-12號,南區,灣裡分隊,紅
1416,灣裡路351巷15弄,150,2.7,單號：1-25號.雙號：2-20號,南區,灣裡分隊,紅
1417,灣裡路351巷12弄,80,3.1,1-10號,南區,灣裡分隊,紅
1418,灣裡路369巷,60,2.7,單號：1-13號.雙號：2-12號,南區,灣裡分隊,紅
1419,灣裡路372巷3弄,60,2.3,單號：3-17號.雙號：4-26號,南區,灣裡分隊,紅
1420,興南街184巷,230,3,單號：9-41號.雙號：10-58號,南區,灣裡分隊,紅
1421,鯤鯓路115巷,80,7.8,鯤鯓路115巷,南區,灣裡分隊,黃
1422,喜樹路40巷,110,7.5,喜樹路40巷1-43.2-44,南區,灣裡分隊,黃
1423,喜樹路56巷,150,7,喜樹路56巷1-43.2-44,南區,灣裡分隊,黃
1424,喜樹路84巷,110,7,喜樹路84巷1-43.2-44,南區,灣裡分隊,黃
1425,喜樹路74巷,140,6.8,喜樹路74巷1-43.2-42,南區,灣裡分隊,黃
1426,喜樹路96巷,110,6.9,喜樹路96巷1-43.2-42,南區,灣裡分隊,黃
1427,喜樹路104巷,140,4,喜樹路104巷1-41.2-46,南區,灣裡分隊,黃
1428,喜樹路118巷,140,4.5,喜樹路118巷1-29.2-46,南區,灣裡分隊,黃
1429,喜樹路134巷,110,5.2,喜樹路134巷1-25.2-30,南區,灣裡分隊,黃
1430,喜樹路206巷84弄,50,4.2,喜樹路206巷84弄2-8,南區,灣裡分隊,黃
1431,喜樹路206巷71弄,40,6.6,喜樹路206巷71弄1-5.2-6,南區,灣裡分隊,黃
1432,喜樹路206巷89弄,30,4.9,喜樹路206巷89弄,南區,灣裡分隊,黃
1433,喜樹路151巷63弄,100,5.7,喜樹路151巷63弄1-37.2-38,南區,灣裡分隊,黃
1434,明興路338巷,38,4,明興路338巷1-9.2-10,南區,灣裡分隊,黃
1435,明興路349巷,38,3.5,明興路349巷1-7.2-6,南區,灣裡分隊,黃
1436,明興路360巷,38,3.5,明興路360巷1-9.2-10,南區,灣裡分隊,黃
1437,明興路382巷,38,3.5,明興路382巷1-11.2-12,南區,灣裡分隊,黃
1438,明興路371巷,38,3,明興路371巷1-9.2-12,南區,灣裡分隊,黃
1439,明興路393巷,38,3.2,明興路393巷1-9.2-10,南區,灣裡分隊,黃
1440,明興路404巷,38,3.5,明興路404巷1-13.2-14,南區,灣裡分隊,黃
1441,明興路415巷,38,3.2,明興路415巷1-5.2-6,南區,灣裡分隊,黃
1442,明興路619巷,1380,6,明興路619巷7-487.2-424之6,南區,灣裡分隊,黃
1443,明興路883巷,40,6,明興路883巷1-25.2-6,南區,灣裡分隊,黃
1444,明興路1055巷17弄,175,5,明興路1055巷17弄1-61.2-70,南區,灣裡分隊,黃
1445,明興路1055巷18弄,40,5,明興路1055巷18弄1-3.2-12,南區,灣裡分隊,黃
1446,明興路1079巷,80,5.3,明興路1079巷1-11.2-16,南區,灣裡分隊,黃
1447,明興路1285巷30弄,90,5.7,明興路1285巷30弄1-47.2-80,南區,灣裡分隊,黃
1448,明興路1312巷,40,3.6,明興路1312巷5-13,南區,灣裡分隊,黃
1449,明興路1365巷,100,5.3,明興路1365巷1-27.2-34,南區,灣裡分隊,黃
1450,明興路1365巷22弄,40,3.7,明興路1365巷22弄1-7.2-8,南區,灣裡分隊,黃
1451,灣裡路62巷40弄,200,5,灣裡路62巷40弄1-53.2-50,南區,灣裡分隊,黃
1452,明興路1395巷9弄,40,3.8,明興路1395巷9弄1-11.2-8,南區,灣裡分隊,黃
1453,明興路1425巷8弄,50,4.3,明興路1425巷8弄1-15.2-14,南區,灣裡分隊,黃
1454,明興路1425巷14弄,80,6,明興路1425巷14弄1-15.2-24,南區,灣裡分隊,黃
1455,灣裡路62巷38弄,30,6,灣裡路62巷38弄1-3.2-14,南區,灣裡分隊,黃
1456,省躬一街12巷,90,4,省躬一街12巷1-23.2-22號,南區,灣裡分隊,黃
1457,省躬二街26巷,30,5,單號：1-19.雙號：2-10號,南區,灣裡分隊,黃
1458,興南街101巷,70,2,17之1-29.14-16號,南區,灣裡分隊,黃
1459,省躬二街,130,6.5,省躬二街5-29.2-42號,南區,灣裡分隊,黃
1460,灣裡路282巷,500,5.7,單號：45-119.雙號：38-150號,南區,灣裡分隊,黃
1461,灣裡路211巷88弄,30,5.7,6-10之5號,南區,灣裡分隊,黃
1462,灣裡路282巷110弄,160,4.9,單號：1-33之2.雙號：2-58號,南區,灣裡分隊,黃
1463,法華街,300,2.1,單1-163      雙2-212號,中西區,南門分隊,紅
1464,健康路一段296巷,50,3.7,單13-21      雙2-20號,中西區,南門分隊,紅
1465,健康路一段328巷,50,3.4,單1-11      雙8-24號,中西區,南門分隊,紅
1466,永福路一段61巷,50,1.1,單1-5      雙2-52號,中西區,南門分隊,紅
1467,永福路一段24巷,50,1,1-6號,中西區,南門分隊,紅
1468,忠義路一段24巷,200,3.1,單1-163      雙2-212號,中西區,南門分隊,紅
1469,大同路一段238巷,50,3.2,單1-13      雙4-32號,中西區,南門分隊,紅
1470,樹林街二段125巷,50,2.9,單3-33      雙2-22號,中西區,南門分隊,紅
1471,南寧街,30,2.3,19-25號,中西區,南門分隊,紅
1472,南寧街37巷,30,2.8,2  .  3 號,中西區,南門分隊,紅
1473,南寧街106巷,50,1.5,1-11號,中西區,南門分隊,紅
1474,南寧街120巷,50,1.8,單1-19      雙2-20號,中西區,南門分隊,紅
1475,南寧街136巷,50,2.3,單1-9      雙2-12號,中西區,南門分隊,紅
1476,南寧街83巷,50,2,單1-19     雙2-38號,中西區,南門分隊,紅
1477,南寧街71巷,50,3.2,單1-19號,中西區,南門分隊,紅
1478,府緯街4巷,50,3.9,單1-33      雙6號,中西區,南門分隊,紅
1479,府緯街9巷,50,3.7,單1-29      雙2-26號,中西區,南門分隊,紅
1480,府緯街72巷,50,3.5,單1-7      雙2-16號,中西區,南門分隊,紅
1481,五妃街322巷,40,2.7,單3-35      雙4-26號,中西區,南門分隊,紅
1482,五妃街380巷,40,3.2,單1-21      雙2-18號,中西區,南門分隊,紅
1483,五妃街321巷,40,2.8,單1-7      雙2-14號,中西區,南門分隊,紅
1484,南門路259巷,40,3,單1-9      雙2-20號,中西區,南門分隊,紅
1485,南門路245巷,40,3.7,單1-7      雙2-22號,中西區,南門分隊,紅
1486,南門路237巷,50,3,雙4號,中西區,南門分隊,紅
1487,南門路231巷,50,2.9,單1-13      雙2-8號,中西區,南門分隊,紅
1488,南門路227巷,50,2.7,單3-17      雙2-16號,中西區,南門分隊,紅
1489,南門路209巷,50,3.2,單1-29      雙2-24號,中西區,南門分隊,紅
1490,南門路187巷,50,3.8,單1-61      雙2-28號,中西區,南門分隊,紅
1491,大同路二段482巷72弄,50,4,17.8~20.42.46,南區,南門分隊,紅
1492,大同路二段186巷5弄,50,2.2,1~9.2~18,南區,南門分隊,紅
1493,中華南路一段26巷,50,2.4,2號,南區,南門分隊,紅
1494,中華南路一段19巷,50,2.2,1~23.2~24,南區,南門分隊,紅
1495,中華南路一段27巷,50,2.4,5.2~34,南區,南門分隊,紅
1496,中華南路一段33巷,50,2.1,2~8.18~30.38.40,南區,南門分隊,紅
1497,中華南路一段41巷,50,2.3,2~32.,南區,南門分隊,紅
1498,中華南路一段53巷,50,2.9,1~33.2~52,南區,南門分隊,紅
1499,中華南路一段97巷,50,2.5,1.3.11.15~23.2~20.43~53.59.34~68,南區,南門分隊,紅
1500,公英六街,50,2.3,1~55.2~48,南區,南門分隊,紅
1501,國民路116巷12弄,50,2.7,國民路60巷12弄1-16號,南區,南門分隊,紅
1502,國民路116巷18弄,50,1.1,國民路60巷18弄1-16號,南區,南門分隊,紅
1503,國民路176巷5弄,50,1.9,國民路176巷5弄1-17號,南區,南門分隊,紅
1504,大同路二段750巷74弄,50,2.1,大同路二段750巷74弄1-33號,南區,南門分隊,紅
1505,健康路一段133巷32弄,50,2.9,健康路一段133巷32弄2-12號,南區,南門分隊,紅
1506,健康路一段391巷16弄,50,2.8,1~11.2~12共12,南區,南門分隊,紅
1507,健康路一段391巷18弄,50,2.6,1~11.2~12共12戶,南區,南門分隊,紅
1508,健康路一段50巷,50,6.2,單1-41    雙2-16號,中西區,南門分隊,黃
1509,健康路一段100巷,50,6.0,單3-9    雙2-26號,中西區,南門分隊,黃
1510,健康路一段150巷,50,5.7,單1-25    雙2-20號,中西區,南門分隊,黃
1511,健康路一段140巷,50,5.2,單1-7 31-35 雙2-36號,中西區,南門分隊,黃
1512,健康路一段160巷,50,4.9,單1-31    雙2-34號,中西區,南門分隊,黃
1513,健康路一段170巷1弄,50,5.2, 雙2-16號,中西區,南門分隊,黃
1514,健康路一段200巷1弄,50,5.5, 雙2-8號,中西區,南門分隊,黃
1515,健康路一段310巷,50,5.5,單1-21    雙2-20號,中西區,南門分隊,黃
1516,健康路一段410巷,50,5.2,單1-39    雙2-36號,中西區,南門分隊,黃
1517,健康路一段390巷,50,5.3,單1-77    雙2-46號,中西區,南門分隊,黃
1518,健康路一段420巷,50,5.3,單1-27    雙2-26號,中西區,南門分隊,黃
1519,健康路一段200巷,50,6.1,單1-29    雙2-4號,中西區,南門分隊,黃
1520,南門路44巷,50,6.1,單1-21    雙2-22號,中西區,南門分隊,黃
1521,南門路48巷,50,6.0,單1-21    雙2-22號,中西區,南門分隊,黃
1522,南門路68巷,50,6.1,單1-25    雙2-20號,中西區,南門分隊,黃
1523,大同路二段406巷11弄,50,5,19戶,南區,南門分隊,黃
1524,大同路二段482巷155弄,50,4.5,8戶,南區,南門分隊,黃
1525,大同路二段620巷,50,4.4,15戶,南區,南門分隊,黃
1526,大同路二段640巷,100,6,110戶,南區,南門分隊,黃
1527,大同路二段640巷68弄,50,6,單1-11    雙2-12號,南區,南門分隊,黃
1528,中華南路一段142巷16弄,50,6,6戶,南區,南門分隊,黃
1529,中華南路一段125巷12弄,50,6.6,10戶,南區,南門分隊,黃
1530,中華南路一段125巷32弄,50,4,21戶,南區,南門分隊,黃
1531,中華南路一段175巷5弄,50,4,24戶,南區,南門分隊,黃
1532,中華南路一段193巷,50,4,6戶,南區,南門分隊,黃
1533,國民路270巷6弄,50,6,58戶,南區,南門分隊,黃
1534,公英一街,50,6,59戶,南區,南門分隊,黃
1535,公英四街,50,6,39戶,南區,南門分隊,黃
1536,公英七街,50,6,9戶,南區,南門分隊,黃
1537,體育路43巷,50,4.1,39戶,南區,南門分隊,黃
1538,健康路一段333巷,50,6,4戶,南區,南門分隊,黃
1539,大同路二段640巷35弄,50,6,3戶,南區,南門分隊,黃
1540,大同路二段640巷82弄,50,6,9戶,南區,南門分隊,黃
1541,大同路二段640巷118弄,50,6,10戶,南區,南門分隊,黃
1542,大同路二段656巷,50,6,38戶,南區,南門分隊,黃
1543,大同路二段704巷,50,6,45戶,南區,南門分隊,黃
1544,國民路50巷,50,6,1戶,南區,南門分隊,黃
1545,國民路116巷,50,6,7戶,南區,南門分隊,黃
1546,國民路116巷9弄,50,6,7戶,南區,南門分隊,黃
1547,國民路116巷15弄,50,6,6戶,南區,南門分隊,黃
1548,國民路116巷6弄,50,6,7戶,南區,南門分隊,黃
1549,國民路140巷,50,6,15戶,南區,南門分隊,黃
1550,國民路158巷,50,6,17戶,南區,南門分隊,黃
1551,國民路165巷7弄,50,6,28戶,南區,南門分隊,黃
1552,國民路165巷21弄,75,6,64戶,南區,南門分隊,黃
1553,國民路165巷35弄,75,6,63戶,南區,南門分隊,黃
1554,國民路165巷8弄,50,6,32戶,南區,南門分隊,黃
1555,國民路165巷22弄,50,6,30戶,南區,南門分隊,黃
1556,國民路165巷36弄,50,6,36戶,南區,南門分隊,黃
1557,大同路二段712巷,50,6,13戶,南區,南門分隊,黃
1558,大同路二段726巷,50,6,8戶,南區,南門分隊,黃
1559,大同路二段750巷40弄,50,6,53戶,南區,南門分隊,黃
1560,大同路二段750巷134弄,50,6,26戶,南區,南門分隊,黃
1561,大同路二段750巷164弄,50,6,11戶,南區,南門分隊,黃
1562,國民路217巷,50,6,55戶,南區,南門分隊,黃
1563,國民路217巷6弄,50,6,17戶,南區,南門分隊,黃
1564,國民路217巷12弄,50,6,22戶,南區,南門分隊,黃
1565,國民路217巷24弄,50,6,28戶,南區,南門分隊,黃
1566,健康路一段133巷,150,6,138戶,南區,南門分隊,黃
1567,大成路一段193巷,200,6,205戶,南區,南門分隊,黃
1568,大同路二段100巷,150,3.5,1~22號共22戶,南區,南門分隊,藍
